ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
1,Brisbane,Brisbane International,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Anderson K.,Luczak P.,61,137,813,400,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,
1,Brisbane,Brisbane International,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Clement A.,87,78,587,627,6,4,6,3,,,,,,,2,0,Completed,1.53,2.37,1.5,2.5,1.53,2.38,1.53,2.67,1.57,2.25,1.6,2.73,1.52,2.48
1,Brisbane,Brisbane International,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Fish M.,Mannarino A.,16,83,1991,600,6,1,6,4,,,,,,,2,0,Completed,1.22,4,1.22,4,1.22,4,1.29,3.96,1.17,4.5,1.29,4.5,1.23,3.94
1,Brisbane,Brisbane International,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,Millman J.,196,204,263,243,4,6,6,2,6,4,,,,,2,1,Completed,1.57,2.25,1.55,2.35,1.62,2.2,1.62,2.43,1.57,2.25,1.63,2.6,1.58,2.34
1,Brisbane,Brisbane International,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Serra F.,20,69,1785,715,3,6,7,5,6,4,,,,,2,1,Completed,1.22,4,1.2,4.25,1.22,4,1.19,5.32,1.22,3.75,1.28,5.32,1.21,4.26
1,Brisbane,Brisbane International,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Soderling R.,Harrison R.,5,173,5580,309,6,2,6,4,,,,,,,2,0,Completed,1.06,8,1.08,6.75,1.1,6.5,1.08,9.94,1.08,6.5,1.1,11,1.07,7.96
1,Brisbane,Brisbane International,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Mayer F.,Berankis R.,37,87,1128,587,6,4,4,6,6,4,,,,,2,1,Completed,1.53,2.37,1.6,2.25,1.62,2.2,1.63,2.44,1.67,2.1,1.68,2.45,1.61,2.25
1,Brisbane,Brisbane International,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Giraldo S.,Becker B.,64,53,785,877,6,3,6,4,,,,,,,2,0,Completed,2.2,1.61,2.35,1.55,2.2,1.62,2.23,1.74,2.2,1.62,2.38,1.74,2.22,1.62
1,Brisbane,Brisbane International,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Roddick A.,Dolgopolov O.,8,48,3665,940,6,4,6,1,,,,,,,2,0,Completed,1.22,4,1.2,4.25,1.2,4.33,1.27,4.23,1.17,4.5,1.27,4.55,1.22,4.09
1,Brisbane,Brisbane International,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Anderson K.,Lopez F.,61,32,813,1300,6,3,6,1,,,,,,,2,0,Completed,1.53,2.37,1.55,2.35,1.53,2.38,1.69,2.31,1.67,2.1,1.69,2.48,1.6,2.3
1,Brisbane,Brisbane International,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Kubot L.,20,70,1785,695,6,2,6,2,,,,,,,2,0,Completed,1.28,3.5,1.3,3.3,1.25,3.75,1.28,4.1,1.25,3.5,1.31,4.35,1.26,3.67
1,Brisbane,Brisbane International,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Stepanek R.,Fish M.,62,16,795,1991,6,3,6,1,,,,,,,2,0,Completed,2.2,1.61,2.25,1.6,2.2,1.62,2.61,1.56,2.1,1.67,2.64,1.7,2.3,1.59
1,Brisbane,Brisbane International,01/06/2011,ATP250,Outdoor,Hard,2nd Round,3,Ebden M.,Istomin D.,196,40,263,1031,6,4,6,4,,,,,,,2,0,Completed,3.5,1.28,3,1.35,3.25,1.33,3.73,1.32,3,1.33,3.79,1.4,3.19,1.33
1,Brisbane,Brisbane International,01/06/2011,ATP250,Outdoor,Hard,2nd Round,3,Soderling R.,Berrer M.,5,58,5580,835,6,3,7,6,,,,,,,2,0,Completed,1.08,7,1.1,6.5,1.13,5.5,1.09,8.91,1.13,5.5,1.15,8.91,1.1,6.65
1,Brisbane,Brisbane International,01/06/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Anderson K.,Giraldo S.,61,64,813,785,2,6,6,3,6,4,,,,,2,1,Completed,1.53,2.37,1.6,2.25,1.53,2.38,1.6,2.55,1.57,2.38,1.63,2.55,1.57,2.37
1,Brisbane,Brisbane International,01/06/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Roddick A.,Baghdatis M.,8,20,3665,1785,6,2,6,3,,,,,,,2,0,Completed,1.4,2.75,1.4,2.8,1.44,2.63,1.41,3.23,1.4,2.88,1.45,3.26,1.39,2.88
1,Brisbane,Brisbane International,01/07/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Stepanek R.,Mayer F.,62,37,795,1128,6,3,6,3,,,,,,,2,0,Completed,1.57,2.25,1.6,2.25,1.57,2.25,1.67,2.37,1.62,2.25,1.72,2.44,1.61,2.25
1,Brisbane,Brisbane International,01/07/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Soderling R.,Ebden M.,5,196,5580,263,6,3,6,2,,,,,,,2,0,Completed,1.03,11,1.05,8,1.05,8.5,1.05,13.9,1.07,8,1.07,13.9,1.05,9.61
1,Brisbane,Brisbane International,01/08/2011,ATP250,Outdoor,Hard,Semifinals,3,Soderling R.,Stepanek R.,5,62,5580,795,6,3,7,5,,,,,,,2,0,Completed,1.28,3.5,1.3,3.35,1.25,3.75,1.33,3.71,1.25,3.75,1.35,3.75,1.29,3.47
1,Brisbane,Brisbane International,01/08/2011,ATP250,Outdoor,Hard,Semifinals,3,Roddick A.,Anderson K.,8,61,3665,813,6,2,4,6,6,2,,,,,2,1,Completed,1.12,5.5,1.12,5.5,1.14,5,1.17,6.08,1.13,5.5,1.2,6.08,1.15,5.28
1,Brisbane,Brisbane International,01/09/2011,ATP250,Outdoor,Hard,The Final,3,Soderling R.,Roddick A.,5,8,5580,3665,6,3,7,5,,,,,,,2,0,Completed,1.57,2.25,1.6,2.25,1.67,2.1,1.66,2.4,1.67,2.2,1.67,2.5,1.61,2.27
2,Chennai,Chennai Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Kendrick R.,Gremelmayr D.,115,121,486,469,7,6,6,4,,,,,,,2,0,Completed,1.5,2.5,1.55,2.4,1.5,2.5,1.54,2.64,1.57,2.25,1.62,2.65,1.55,2.38
2,Chennai,Chennai Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Phau B.,Bolelli S.,102,107,551,532,6,2,6,2,,,,,,,2,0,Completed,1.72,2,1.7,2.08,1.73,2,1.8,2.11,1.67,2.1,1.82,2.15,1.73,2.03
2,Chennai,Chennai Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Nishikori K.,Cilic M.,98,14,554,2300,4,6,7,6,6,2,,,,,2,1,Completed,3.25,1.33,2.8,1.4,2.75,1.4,3.29,1.37,2.75,1.4,3.4,1.45,2.9,1.39
2,Chennai,Chennai Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Robert S.,Haider-Maurer A.,122,119,460,476,6,4,6,4,,,,,,,2,0,Completed,2.5,1.5,2.35,1.55,2.38,1.53,2.54,1.57,2.25,1.57,2.65,1.65,2.36,1.56
2,Chennai,Chennai Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Dodig I.,Daniel M.,88,96,586,564,6,2,6,2,,,,,,,2,0,Completed,1.3,3.4,1.3,3.3,1.33,3.25,1.37,3.35,1.33,3,1.38,4,1.32,3.24
2,Chennai,Chennai Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Tipsarevic J.,Schwank E.,49,74,935,655,6,3,6,4,,,,,,,2,0,Completed,1.14,5,1.2,4.25,1.29,3.5,1.2,5.18,1.29,3.25,1.29,5.18,1.23,4.07
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Kudryavtsev A.,Bhambri Y.,60,505,1006,60,6,2,6,1,,,,,,,2,0,Completed,1.4,2.75,1.45,2.6,1.36,3,1.46,2.9,,,1.46,3.04,1.41,2.78
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Roger-Vasselin E.,30,124,1385,456,6,1,6,3,,,,,,,2,0,Completed,1.14,5,1.2,4.25,1.22,4,1.19,5.22,1.2,4,1.22,5.22,1.19,4.42
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Malisse X.,Ilhan M.,60,90,816,574,6,3,6,1,,,,,,,2,0,Completed,1.5,2.5,1.55,2.35,1.53,2.38,1.6,2.48,1.57,2.25,1.61,2.65,1.55,2.38
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Gil F.,6,101,3955,551,6,0,6,1,,,,,,,2,0,Completed,1.05,9,1.07,7,1.08,7,1.09,8.93,1.08,6.5,1.12,10.45,1.07,7.6
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Dancevic F.,65,269,778,172,6,7,6,4,6,4,,,,,2,1,Completed,1.33,3.25,1.35,3,1.36,3,1.36,3.38,1.36,2.88,1.44,3.7,1.37,2.94
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Falla A.,Machado R.,105,93,540,573,7,5,6,3,,,,,,,2,0,Completed,1.44,2.62,1.55,2.35,1.62,2.2,1.51,2.72,1.57,2.25,1.62,2.8,1.51,2.45
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Wawrinka S.,Bopanna R.,21,626,1755,32,6,4,6,4,,,,,,,2,0,Completed,1.05,9,1.07,7.75,1.06,8,1.07,10.48,1.07,7,1.08,12.7,1.06,8.63
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Devvarman S.,229,108,210,526,6,2,6,4,,,,,,,2,0,Completed,2.75,1.4,2.8,1.4,3,1.36,3.09,1.42,2.88,1.36,3.21,1.49,2.76,1.41
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Sugita Y.,Brown D.,180,92,295,573,6,4,2,6,6,2,,,,,2,1,Completed,2,1.72,2.05,1.72,2.1,1.67,2.05,1.85,2.1,1.67,2.2,1.85,2.07,1.71
2,Chennai,Chennai Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Kavcic B.,Chardy J.,112,45,516,960,6,3,6,2,,,,,,,2,0,Completed,3.75,1.25,3.3,1.3,3.4,1.3,3.91,1.29,3.25,1.29,3.94,1.33,3.53,1.28
2,Chennai,Chennai Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Dodig I.,6,88,3955,586,6,2,6,4,,,,,,,2,0,Completed,1.08,7,1.12,5.5,1.14,5,1.1,8.95,1.13,5.5,1.14,8.95,1.1,6.58
2,Chennai,Chennai Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Kavcic B.,Kendrick R.,112,115,516,486,6,2,6,2,,,,,,,2,0,Completed,2.25,1.57,2.15,1.65,2.25,1.57,2.18,1.77,2.1,1.67,2.3,1.77,2.15,1.65
2,Chennai,Chennai Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Phau B.,Gasquet R.,102,30,551,1385,1,6,7,6,7,6,,,,,2,1,Completed,5.5,1.12,4.3,1.2,4.33,1.2,5.98,1.17,4,1.2,6.04,1.2,4.86,1.17
2,Chennai,Chennai Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Malisse X.,Robert S.,60,122,816,460,6,2,6,2,,,,,,,2,0,Completed,1.22,4,1.25,3.7,1.3,3.4,1.23,4.76,1.29,3.25,1.35,4.76,1.24,3.99
2,Chennai,Chennai Open,01/06/2011,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Sugita Y.,65,180,778,295,4,6,6,3,6,4,,,,,2,1,Completed,1.22,4,1.25,3.75,1.29,3.5,1.28,4.14,1.25,3.5,1.29,4.7,1.26,3.73
2,Chennai,Chennai Open,01/06/2011,ATP250,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Kudryavtsev A.,49,60,935,1006,6,2,7,6,,,,,,,2,0,Completed,1.25,3.75,1.25,3.75,1.29,3.5,1.28,4.14,1.29,3.25,1.31,4.55,1.27,3.68
2,Chennai,Chennai Open,01/06/2011,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Falla A.,98,105,554,540,4,6,6,3,6,2,,,,,2,1,Completed,1.38,2.87,1.4,2.8,1.44,2.63,1.39,3.27,1.44,2.63,1.44,3.27,1.38,2.92
2,Chennai,Chennai Open,01/06/2011,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Goffin D.,21,229,1755,210,7,6,7,6,,,,,,,2,0,Completed,1.1,6.5,1.1,6.5,1.1,6.5,1.13,7.38,1.1,6,1.13,7.74,1.1,6.53
2,Chennai,Chennai Open,01/07/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Malisse X.,Phau B.,60,102,816,551,6,0,6,2,,,,,,,2,0,Completed,1.28,3.5,1.35,3.05,1.3,3.4,1.37,3.41,1.36,3,1.4,3.75,1.32,3.28
2,Chennai,Chennai Open,01/07/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Kavcic B.,6,112,3955,516,6,3,6,3,,,,,,,2,0,Completed,1.07,7.5,1.1,6,1.08,7,1.11,8.6,1.08,7.5,1.11,8.6,1.09,7.01
2,Chennai,Chennai Open,01/07/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Tipsarevic J.,Nishikori K.,49,98,935,554,6,4,6,4,,,,,,,2,0,Completed,1.4,2.75,1.31,3.25,1.44,2.63,1.4,3.27,1.5,2.63,1.5,3.27,1.43,2.73
2,Chennai,Chennai Open,01/07/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Haase R.,21,65,1755,778,3,6,6,3,6,3,,,,,2,1,Completed,1.25,3.75,1.3,3.35,1.22,4,1.32,3.79,1.25,3.75,1.32,4,1.27,3.63
2,Chennai,Chennai Open,01/08/2011,ATP250,Outdoor,Hard,Semifinals,3,Malisse X.,Tipsarevic J.,60,49,816,935,3,6,6,3,6,2,,,,,2,1,Completed,2.37,1.53,2.15,1.65,2.2,1.62,2.43,1.64,2.25,1.62,2.58,1.67,2.28,1.6
2,Chennai,Chennai Open,01/08/2011,ATP250,Outdoor,Hard,Semifinals,3,Wawrinka S.,Berdych T.,21,6,1755,3955,6,4,6,1,,,,,,,2,0,Completed,2.75,1.4,2.8,1.4,2.38,1.53,3.28,1.4,2.63,1.5,3.3,1.55,2.67,1.46
2,Chennai,Chennai Open,01/09/2011,ATP250,Outdoor,Hard,The Final,3,Wawrinka S.,Malisse X.,21,60,1755,816,7,5,4,6,6,1,,,,,2,1,Completed,1.36,3.2,1.33,3.1,1.33,3.25,1.37,3.44,1.33,3.25,1.38,3.6,1.33,3.21
3,Doha,Qatar Exxon Mobil Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Kukushkin M.,33,59,1275,819,6,1,7,6,,,,,,,2,0,Completed,1.53,2.37,1.6,2.25,1.67,2.1,1.61,2.44,1.62,2.2,1.7,2.5,1.61,2.25
3,Doha,Qatar Exxon Mobil Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Tsonga J.W.,Ramirez-Hidalgo R.,13,77,2345,638,6,2,6,0,,,,,,,2,0,Completed,1.04,10,1.07,7,1.08,7,1.06,11.28,1.07,7,1.08,14.5,1.06,8.73
3,Doha,Qatar Exxon Mobil Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Davydenko N.,Fognini F.,22,55,1655,855,6,1,6,4,,,,,,,2,0,Completed,1.14,5,1.25,3.75,1.2,4.33,1.21,4.96,1.22,4,1.25,5.05,1.2,4.38
3,Doha,Qatar Exxon Mobil Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Marchenko I.,Zverev M.,81,82,613,611,7,6,6,4,,,,,,,2,0,Completed,1.61,2.2,1.7,2.05,1.73,2,1.79,2.13,1.73,2,1.81,2.2,1.72,2.04
3,Doha,Qatar Exxon Mobil Open,01/03/2011,ATP250,Outdoor,Hard,1st Round,3,Bubka S.,Gimeno-Traver D.,321,56,137,844,6,0,6,3,,,,,,,2,0,Completed,3.75,1.25,3.3,1.3,3.25,1.33,4.55,1.24,3.25,1.29,4.75,1.33,3.63,1.27
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Chiudinelli M.,El Amrani R.,117,217,485,227,3,6,7,6,6,3,,,,,2,1,Completed,1.2,4.33,1.3,3.3,1.3,3.4,1.23,4.63,1.22,3.75,1.3,4.63,1.25,3.78
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Gulbis E.,Hanescu V.,24,51,1505,915,6,3,7,6,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.4,2.75,1.44,2.99,1.4,2.75,1.45,3.1,1.41,2.81
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Gabashvili T.,Schuettler R.,80,84,615,597,6,4,7,6,,,,,,,2,0,Completed,2.37,1.53,2.3,1.6,2.1,1.67,2.55,1.57,2.1,1.67,2.55,1.7,2.26,1.61
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Veic A.,Sabry S.,191,586,277,39,3,6,7,5,6,0,,,,,2,1,Completed,1.16,4.5,1.25,3.75,1.25,3.75,1.24,4.52,,,1.31,4.52,1.24,3.89
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Federer R.,Schoorel T.,2,168,9145,319,7,6,6,3,,,,,,,2,0,Completed,,21,1.01,15,1.01,17,1.01,41,1.01,17,1.02,61,1.01,21.91
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Przysiezny M.,39,86,1062,590,6,2,3,6,6,3,,,,,2,1,Completed,1.25,3.75,1.3,3.3,1.33,3.25,1.29,3.95,1.33,3,1.33,4,1.29,3.44
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,Riba P.,89,72,578,672,5,7,7,6,7,6,,,,,2,1,Completed,1.28,3.5,1.3,3.3,1.29,3.5,1.34,3.54,1.33,3,1.36,3.75,1.3,3.36
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Seppi A.,34,52,1215,900,6,2,6,4,,,,,,,2,0,Completed,1.4,2.75,1.45,2.6,1.44,2.63,1.5,2.76,1.4,2.75,1.5,2.8,1.44,2.67
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Nadal R.,Beck K.,1,103,12450,549,6,3,6,0,,,,,,,2,0,Completed,1.005,21,1.01,15,1.01,17,1.01,31,1.01,15,1.02,32.25,1.01,18.21
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Stakhovsky S.,28,46,1430,945,6,4,7,5,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.4,2.75,1.42,3.09,1.4,2.75,1.45,3.3,1.39,2.9
3,Doha,Qatar Exxon Mobil Open,01/04/2011,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Rosol L.,73,164,670,328,7,6,7,6,,,,,,,2,0,Completed,1.53,2.37,1.6,2.25,1.67,2.1,1.54,2.63,1.44,2.63,1.72,2.8,1.58,2.32
3,Doha,Qatar Exxon Mobil Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Bubka S.,13,321,2345,137,6,2,6,4,,,,,,,2,0,Completed,1.04,10,1.06,8,1.06,8,1.06,12.25,1.07,7,1.07,15.85,1.05,9.3
3,Doha,Qatar Exxon Mobil Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Troicki V.,Gabashvili T.,28,80,1430,615,6,3,6,1,,,,,,,2,0,Completed,1.16,4.5,1.2,4.25,1.25,3.75,1.22,4.89,1.2,4,1.25,5,1.21,4.21
3,Doha,Qatar Exxon Mobil Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Kohlschreiber P.,73,34,670,1215,7,6,6,7,7,6,,,,,2,1,Completed,2.75,1.4,3,1.35,2.63,1.44,2.99,1.45,2.88,1.36,3.05,1.54,2.78,1.42
3,Doha,Qatar Exxon Mobil Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Garcia-Lopez G.,Marchenko I.,33,81,1275,613,6,1,6,4,,,,,,,2,0,Completed,1.38,2.87,1.4,2.8,1.44,2.63,1.42,3.11,1.44,2.63,1.5,3.15,1.41,2.81
3,Doha,Qatar Exxon Mobil Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Gulbis E.,Veic A.,24,191,1505,277,6,3,6,1,,,,,,,2,0,Completed,1.11,6,1.1,6.5,1.14,5,1.13,7.24,1.14,5,1.17,11,1.1,6.7
3,Doha,Qatar Exxon Mobil Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Federer R.,Chiudinelli M.,2,117,9145,485,7,6,7,5,,,,,,,2,0,Completed,1.01,13,1.02,12,1.02,11,1.03,20,1.03,10,1.04,26.81,1.02,14.51
3,Doha,Qatar Exxon Mobil Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Nadal R.,Lacko L.,1,89,12450,578,7,6,0,6,6,3,,,,,2,1,Completed,1.01,15,1.02,12,1.01,17,1.02,19.52,1.04,10,1.04,36.87,1.01,16.74
3,Doha,Qatar Exxon Mobil Open,01/05/2011,ATP250,Outdoor,Hard,2nd Round,3,Davydenko N.,Nieminen J.,22,39,1655,1062,6,4,7,5,,,,,,,2,0,Completed,1.28,3.5,1.3,3.35,1.33,3.25,1.34,3.56,1.25,3.5,1.37,3.56,1.31,3.32
3,Doha,Qatar Exxon Mobil Open,01/06/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,Garcia-Lopez G.,13,33,2345,1275,7,6,7,6,,,,,,,2,0,Completed,1.38,2.87,1.4,2.8,1.4,2.75,1.38,3.41,1.4,2.88,1.42,3.52,1.37,2.99
3,Doha,Qatar Exxon Mobil Open,01/06/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Federer R.,Troicki V.,2,28,9145,1430,6,2,6,2,,,,,,,2,0,Completed,1.14,5,1.18,4.5,1.14,5,1.21,5.17,1.13,6,1.22,6,1.17,4.74
3,Doha,Qatar Exxon Mobil Open,01/06/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Nadal R.,Gulbis E.,1,24,12450,1505,7,6,6,3,,,,,,,2,0,Completed,1.28,3.5,1.35,3,1.29,3.5,1.39,3.36,1.25,3.75,1.39,4.02,1.31,3.31
3,Doha,Qatar Exxon Mobil Open,01/06/2011,ATP250,Outdoor,Hard,Quarterfinals,3,Davydenko N.,Karlovic I.,22,73,1655,670,6,3,7,5,,,,,,,2,0,Completed,1.28,3.5,1.28,3.5,1.3,3.4,1.3,4.01,1.29,3.5,1.35,4.09,1.3,3.44
3,Doha,Qatar Exxon Mobil Open,01/07/2011,ATP250,Outdoor,Hard,Semifinals,3,Federer R.,Tsonga J.W.,2,13,9145,2345,6,3,7,6,,,,,,,2,0,Completed,1.1,6.5,1.14,5,1.14,5,1.15,6.68,1.17,5,1.17,7,1.13,5.65
3,Doha,Qatar Exxon Mobil Open,01/07/2011,ATP250,Outdoor,Hard,Semifinals,3,Davydenko N.,Nadal R.,22,1,1655,12450,6,3,6,2,,,,,,,2,0,Completed,3.4,1.3,2.8,1.4,2.75,1.4,3.48,1.37,3,1.36,3.5,1.41,3.14,1.35
3,Doha,Qatar Exxon Mobil Open,01/08/2011,ATP250,Outdoor,Hard,The Final,3,Federer R.,Davydenko N.,2,22,9145,1655,6,3,6,4,,,,,,,2,0,Completed,1.22,4.33,1.25,3.75,1.25,3.75,1.26,4.39,1.25,3.75,1.3,4.7,1.24,3.94
