ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
1,Adelaide,Next Generation Adelaide International,01/04/2007,International,Outdoor,Hard,Round Robin,3,Gasquet R.,Dancevic F.,18,88,1365,457,7,5,5,7,6,3,,,,,2,1,Completed,1.08,6.5,1.08,7.25,1.05,8.5,1.091,9.95,1.08,7.5
1,Adelaide,Next Generation Adelaide International,01/04/2007,International,Outdoor,Hard,Round Robin,3,Guccione C.,Clement A.,153,42,287,845,7,6,7,6,,,,,,,2,0,Completed,2.87,1.36,2.85,1.4,2.6,1.46,3.01,1.452,2.62,1.46
1,Adelaide,Next Generation Adelaide International,01/04/2007,International,Outdoor,Hard,Round Robin,3,Del Potro J.M.,Mathieu P.H.,92,55,445,723,7,6,0,6,6,3,,,,,2,1,Completed,1.72,2,1.77,2,1.75,2.05,1.806,2.14,1.78,1.98
1,Adelaide,Next Generation Adelaide International,01/04/2007,International,Outdoor,Hard,Round Robin,3,Simon G.,Serra F.,45,60,801,665,6,2,5,7,1,1,,,,,1,1,Retired,,,,,4.92,1.15,4.3,1.278,4.8,1.17
1,Adelaide,Next Generation Adelaide International,01/04/2007,International,Outdoor,Hard,Round Robin,3,Kunitsyn I.,Hewitt L.,94,20,438,1315,4,6,7,6,6,4,,,,,2,1,Completed,6,1.11,7.25,1.08,7.19,1.07,7.45,1.14,6.5,1.1
1,Adelaide,Next Generation Adelaide International,01/05/2007,International,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Goldstein P.,16,70,1380,526,6,4,7,5,,,,,,,2,0,Completed,1.16,4.5,1.18,4.65,1.21,4.05,1.276,4.32,1.24,3.8
1,Adelaide,Next Generation Adelaide International,01/05/2007,International,Outdoor,Hard,Quarterfinals,3,Guccione C.,Gasquet R.,153,18,287,1365,1,6,6,3,7,6,,,,,2,1,Completed,5,1.14,4.65,1.18,4.67,1.17,5.06,1.224,4.3,1.2
1,Adelaide,Next Generation Adelaide International,01/06/2007,International,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Kunitsyn I.,92,94,445,438,6,2,6,0,,,,,,,2,0,Completed,1.57,2.25,1.6,2.3,1.55,2.35,1.565,2.67,1.58,2.32
1,Adelaide,Next Generation Adelaide International,01/06/2007,International,Outdoor,Hard,Quarterfinals,3,Johansson J.,Spadea V.,193,73,202,514,7,6,6,3,,,,,,,2,0,Completed,1.36,3,1.4,2.85,1.4,2.85,1.51,2.81,1.45,2.7
1,Adelaide,Next Generation Adelaide International,01/06/2007,International,Outdoor,Hard,Semifinals,3,Guccione C.,Del Potro J.M.,153,92,287,445,5,7,6,3,7,5,,,,,2,1,Completed,,,2.35,1.57,,,2.54,1.61,,
1,Adelaide,Next Generation Adelaide International,01/06/2007,International,Outdoor,Hard,Semifinals,3,Djokovic N.,Johansson J.,16,193,1380,202,6,3,6,2,,,,,,,2,0,Completed,1.57,2.25,1.62,2.25,,,1.476,2.9,,
1,Adelaide,Next Generation Adelaide International,01/07/2007,International,Outdoor,Hard,The Final,3,Djokovic N.,Guccione C.,16,153,1380,287,6,3,6,7,6,4,,,,,2,1,Completed,1.22,4,1.28,3.65,1.23,3.89,1.259,4.56,1.25,3.75
2,Chennai,Chennai Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Mahut N.,Falla A.,66,107,552,407,7,5,6,4,,,,,,,2,0,Completed,1.8,1.9,1.77,2,1.95,1.8,2,1.909,1.8,1.96
2,Chennai,Chennai Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Galvani S.,Lu Y.H.,109,89,396,450,6,2,6,3,,,,,,,2,0,Completed,,,2.15,1.67,2.3,1.6,2.3,1.714,,
2,Chennai,Chennai Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Kim K.,Greul S.,100,82,424,486,1,6,6,2,6,3,,,,,2,1,Completed,2,1.72,1.95,1.83,,,2.08,1.847,1.85,1.9
2,Chennai,Chennai Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Benneteau J.,Gabashvili T.,40,114,877,385,6,3,6,4,,,,,,,2,0,Completed,1.53,2.37,1.57,2.35,1.6,2.25,1.585,2.61,2.36,1.56
2,Chennai,Chennai Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Karlovic I.,Amritraj P.,98,393,431,84,7,6,6,3,,,,,,,2,0,Completed,1.25,3.5,1.25,3.85,1.21,4.06,1.278,4.3,1.27,3.6
2,Chennai,Chennai Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Malisse X.,Udomchoke D.,37,103,910,417,6,2,6,2,,,,,,,2,0,Completed,1.3,3.2,1.35,3.1,1.3,3.35,1.426,3.15,1.42,2.75
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Santoro F.,Skoch D.,52,730,725,22,3,0,,,,,,,,,0,0,Retired,,,1.25,3.85,,,1.27,4.4,1.21,4.2
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Phau B.,Patience O.,77,117,508,379,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,1.57,2.35,1.53,2.4,1.606,2.55,1.57,2.33
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Moya C.,Waske A.,43,108,835,398,7,6,6,3,,,,,,,2,0,Completed,,,1.3,3.4,,,1.322,3.81,1.3,3.4
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Nadal R.,Schuettler R.,2,96,4470,435,6,4,6,2,,,,,,,2,0,Completed,1.22,3.75,1.04,10,1.04,9.25,1.061,14,1.06,9
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Koubek S.,Salva B.,80,361,490,94,2,6,6,3,7,5,,,,,2,1,Completed,,,,,1.32,3.22,1.27,4.4,1.27,3.6
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Sanguinetti D.,Economidis K.,106,120,409,375,6,4,6,3,,,,,,,2,0,Completed,,,1.83,1.93,1.7,2.1,1.917,1.99,1.8,1.96
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Rastogi K.,Alves T.,480,105,58,411,6,3,6,4,,,,,,,2,0,Completed,,,,,,,4,1.303,4.3,1.2
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Andreev I.,Giraldo S.,91,175,445,230,6,3,7,6,,,,,,,2,0,Completed,,,,,,,1.364,3.55,1.24,3.85
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Pless K.,Nalbandian D.,84,8,481,2295,2,6,6,3,7,5,,,,,2,1,Completed,6.5,1.08,6.5,1.1,6.75,1.1,7.49,1.139,6.2,1.11
2,Chennai,Chennai Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Bolelli S.,53,127,725,360,7,6,6,4,,,,,,,2,0,Completed,,,1.33,3.2,1.25,3.9,1.323,3.8,1.32,3.25
2,Chennai,Chennai Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Malisse X.,Galvani S.,37,109,910,396,6,3,6,2,,,,,,,2,0,Completed,1.16,4.5,1.18,4.65,1.17,4.67,1.212,5.32,1.2,4.4
2,Chennai,Chennai Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Moya C.,Kim K.,43,100,835,424,6,4,6,3,,,,,,,2,0,Completed,1.25,3.75,1.3,3.4,1.25,3.75,1.346,3.59,1.29,3.45
2,Chennai,Chennai Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Karlovic I.,Pless K.,98,84,431,481,7,6,7,6,,,,,,,2,0,Completed,1.66,2.1,1.77,2,1.75,2.05,1.735,2.26,1.7,2.1
2,Chennai,Chennai Open,01/04/2007,International,Outdoor,Hard,2nd Round,3,Koubek S.,Srichaphan P.,80,53,490,725,6,1,6,2,,,,,,,2,0,Completed,3.25,1.33,3.4,1.3,2.92,1.37,3.61,1.356,3,1.37
2,Chennai,Chennai Open,01/04/2007,International,Outdoor,Hard,2nd Round,3,Santoro F.,Phau B.,52,77,725,508,6,4,6,2,,,,,,,2,0,Completed,1.8,1.9,1.62,2.25,1.9,1.85,1.909,2,1.8,1.96
2,Chennai,Chennai Open,01/04/2007,International,Outdoor,Hard,2nd Round,3,Nadal R.,Rastogi K.,2,480,4470,58,6,4,6,1,,,,,,,2,0,Completed,1.02,12,1.01,14,1.01,13.48,1.022,34.5,1.01,30
2,Chennai,Chennai Open,01/04/2007,International,Outdoor,Hard,2nd Round,3,Sanguinetti D.,Mahut N.,106,66,409,552,7,6,3,6,6,3,,,,,2,1,Completed,2.1,1.66,2.1,1.7,2.05,1.75,2.16,1.794,2.05,1.73
2,Chennai,Chennai Open,01/04/2007,International,Outdoor,Hard,2nd Round,3,Benneteau J.,Andreev I.,40,91,877,445,7,6,6,2,,,,,,,2,0,Completed,2.1,1.66,2.1,1.7,2.05,1.75,2.15,1.8,2.05,1.73
2,Chennai,Chennai Open,01/05/2007,International,Outdoor,Hard,Quarterfinals,3,Malisse X.,Santoro F.,37,52,910,725,6,4,4,6,6,0,,,,,2,1,Completed,1.36,3,1.37,3,1.35,3.1,1.314,3.88,1.37,2.95
2,Chennai,Chennai Open,01/05/2007,International,Outdoor,Hard,Quarterfinals,3,Nadal R.,Sanguinetti D.,2,106,4470,409,6,3,6,2,,,,,,,2,0,Completed,1.03,10,1.02,12,1.02,11.5,1.043,19.31,1.03,12
2,Chennai,Chennai Open,01/05/2007,International,Outdoor,Hard,Quarterfinals,3,Moya C.,Karlovic I.,43,98,835,431,6,4,7,6,,,,,,,2,0,Completed,1.44,2.62,1.5,2.55,1.58,2.28,1.606,2.55,1.5,2.5
2,Chennai,Chennai Open,01/05/2007,International,Outdoor,Hard,Quarterfinals,3,Koubek S.,Benneteau J.,80,40,490,877,6,1,6,2,,,,,,,2,0,Completed,2.2,1.61,2.15,1.67,2.15,1.65,2.42,1.658,2.15,1.67
2,Chennai,Chennai Open,01/06/2007,International,Outdoor,Hard,Semifinals,3,Malisse X.,Nadal R.,37,2,910,4470,6,4,7,6,,,,,,,2,0,Completed,5,1.14,5.4,1.14,5.5,1.13,5.2,1.217,5.4,1.14
2,Chennai,Chennai Open,01/06/2007,International,Outdoor,Hard,Semifinals,3,Koubek S.,Moya C.,80,43,490,835,6,3,6,1,,,,,,,2,0,Completed,2.2,1.61,2.45,1.53,2.45,1.5,2.68,1.562,2.34,1.58
2,Chennai,Chennai Open,01/07/2007,International,Outdoor,Hard,The Final,3,Malisse X.,Koubek S.,37,80,910,490,6,1,6,3,,,,,,,2,0,Completed,1.44,2.62,1.45,2.75,1.45,2.61,1.442,3.06,1.48,2.58
3,Doha,Qatar Exxon Mobil Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Baghdatis M.,Kohlschreiber P.,12,62,1860,631,6,4,7,5,,,,,,,2,0,Completed,1.28,3.25,1.3,3.4,1.32,3.22,1.293,4.11,1.33,3.2
3,Doha,Qatar Exxon Mobil Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Rochus C.,Martin A.,78,61,504,641,6,4,7,5,,,,,,,2,0,Completed,1.8,1.9,1.83,1.93,,,1.885,2.03,,
3,Doha,Qatar Exxon Mobil Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Soderling R.,Vliegen K.,25,31,1028,935,6,3,6,3,,,,,,,2,0,Completed,1.57,2.25,1.65,2.2,1.53,2.4,1.671,2.39,1.6,2.28
3,Doha,Qatar Exxon Mobil Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Youzhny M.,Bracciali D.,24,65,1075,560,7,5,6,3,,,,,,,2,0,Completed,1.36,2.87,1.33,3.2,1.35,3.1,1.364,3.55,1.36,3.03
3,Doha,Qatar Exxon Mobil Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Ramirez-Hidalgo R.,Khalfan S.,57,1116,690,5,7,6,6,2,,,,,,,2,0,Completed,,,,,,,1.091,10,,
3,Doha,Qatar Exxon Mobil Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Murray A.,Volandri F.,17,38,1370,910,4,6,6,2,6,4,,,,,2,1,Completed,1.12,5.5,1.15,5.25,1.17,4.67,1.182,6,1.17,4.7
3,Doha,Qatar Exxon Mobil Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Monfils G.,Seppi A.,46,74,795,513,6,3,6,4,,,,,,,2,0,Completed,1.4,2.75,1.45,2.7,1.35,3.1,1.42,3.18,1.45,2.65
3,Doha,Qatar Exxon Mobil Open,01/01/2007,International,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Starace P.,68,83,542,485,2,6,7,5,7,5,,,,,2,1,Completed,1.61,2.2,1.67,2.15,1.65,2.15,1.671,2.39,1.73,2.05
3,Doha,Qatar Exxon Mobil Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Ljubicic I.,Gremelmayr D.,5,146,2495,313,6,1,6,2,,,,,,,2,0,Completed,1.08,6.5,1.11,6.25,1.1,6.75,1.1,9.02,1.13,5.5
3,Doha,Qatar Exxon Mobil Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Wawrinka S.,59,30,680,950,5,7,6,4,6,4,,,,,2,1,Completed,2.37,1.53,2.55,1.5,2.45,1.5,2.9,1.476,2.65,1.45
3,Doha,Qatar Exxon Mobil Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Luzzi F.,Melzer J.,147,41,311,865,5,7,6,4,7,5,,,,,2,1,Completed,,,2.55,1.5,2.85,1.4,2.93,1.469,2.76,1.42
3,Doha,Qatar Exxon Mobil Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Chiudinelli M.,Cakl T.,155,185,280,213,6,2,6,2,,,,,,,2,0,Completed,,,1.55,2.4,1.44,2.67,1.51,2.81,1.52,2.45
3,Doha,Qatar Exxon Mobil Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Almagro N.,54,32,723,925,7,5,7,5,,,,,,,2,0,Completed,2.75,1.39,2.85,1.4,2.85,1.4,2.81,1.51,2.65,1.45
3,Doha,Qatar Exxon Mobil Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Rochus O.,Grosjean S.,36,28,910,965,6,4,6,4,,,,,,,2,0,Completed,1.9,1.8,1.88,1.88,2.1,1.7,2.17,1.787,2,1.77
3,Doha,Qatar Exxon Mobil Open,01/02/2007,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Johansson T.,189,71,207,524,7,6,7,6,,,,,,,2,0,Completed,3,1.33,3.1,1.35,3.44,1.3,3.12,1.431,3.05,1.35
3,Doha,Qatar Exxon Mobil Open,01/02/2007,International,Outdoor,Hard,1st Round,3,Davydenko N.,Lee H.T.,3,49,2825,747,7,5,6,4,,,,,,,2,0,Completed,1.16,4.5,1.16,5,1.17,4.67,1.195,5.63,1.18,4.6
3,Doha,Qatar Exxon Mobil Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Murray A.,Rochus C.,17,78,1370,504,6,1,6,3,,,,,,,2,0,Completed,1.12,5.5,1.16,5,1.15,5.2,1.183,5.95,1.14,5.4
3,Doha,Qatar Exxon Mobil Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Mirnyi M.,Chiudinelli M.,59,155,680,280,6,3,6,3,,,,,,,2,0,Completed,1.44,2.62,1.6,2.3,1.5,2.45,1.588,2.6,1.6,2.28
3,Doha,Qatar Exxon Mobil Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Soderling R.,Garcia-Lopez G.,25,68,1028,542,4,6,6,0,6,3,,,,,2,1,Completed,1.22,4,1.18,4.65,1.15,5.2,1.213,5.3,1.17,4.8
3,Doha,Qatar Exxon Mobil Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Rochus O.,Luzzi F.,36,147,910,311,6,1,6,0,,,,,,,2,0,Completed,1.16,4.5,1.18,4.65,1.17,4.67,1.098,9.16,1.17,4.8
3,Doha,Qatar Exxon Mobil Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Youzhny M.,Monfils G.,24,46,1075,795,6,4,6,2,,,,,,,2,0,Completed,1.57,2.25,1.7,2.1,1.7,2.08,1.8,2.15,1.67,2.15
3,Doha,Qatar Exxon Mobil Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Baghdatis M.,Ramirez-Hidalgo R.,12,57,1860,690,6,2,6,0,,,,,,,2,0,Completed,1.14,5,1.16,5,1.15,5.2,1.217,5.21,1.16,4.9
3,Doha,Qatar Exxon Mobil Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Ljubicic I.,El Aynaoui Y.,5,189,2495,207,6,3,6,4,,,,,,,2,0,Completed,1.06,8,1.08,7.25,1.1,6.75,1.08,11,1.1,6.5
3,Doha,Qatar Exxon Mobil Open,01/03/2007,International,Outdoor,Hard,2nd Round,3,Davydenko N.,Bjorkman J.,3,54,2825,723,6,4,6,3,,,,,,,2,0,Completed,1.06,8,1.08,7.25,1.05,7.25,1.077,11.5,1.08,7.5
3,Doha,Qatar Exxon Mobil Open,01/04/2007,International,Outdoor,Hard,Quarterfinals,3,Ljubicic I.,Youzhny M.,5,24,2495,1075,2,6,7,6,7,6,,,,,2,1,Completed,1.28,3.5,1.35,3.1,1.35,3.1,1.368,3.52,1.33,3.18
3,Doha,Qatar Exxon Mobil Open,01/04/2007,International,Outdoor,Hard,Quarterfinals,3,Soderling R.,Baghdatis M.,25,12,1028,1860,6,3,6,2,,,,,,,2,0,Completed,2.2,1.61,2.1,1.7,2.1,1.7,2.38,1.676,2,1.77
3,Doha,Qatar Exxon Mobil Open,01/04/2007,International,Outdoor,Hard,Quarterfinals,3,Murray A.,Mirnyi M.,17,59,1370,680,2,6,6,2,6,2,,,,,2,1,Completed,1.3,3.39,1.28,3.55,1.3,3.35,1.346,3.59,1.3,3.4
3,Doha,Qatar Exxon Mobil Open,01/04/2007,International,Outdoor,Hard,Quarterfinals,3,Davydenko N.,Rochus O.,3,36,2825,910,6,4,6,3,,,,,,,2,0,Completed,1.22,4,1.28,3.55,1.28,3.46,1.29,4.15,1.27,3.6
3,Doha,Qatar Exxon Mobil Open,01/05/2007,International,Outdoor,Hard,Semifinals,3,Ljubicic I.,Soderling R.,5,25,2495,1028,3,6,6,4,7,6,,,,,2,1,Completed,1.53,2.37,1.57,2.35,1.6,2.25,1.699,2.33,1.64,2.2
3,Doha,Qatar Exxon Mobil Open,01/05/2007,International,Outdoor,Hard,Semifinals,3,Murray A.,Davydenko N.,17,3,1370,2825,7,5,6,2,,,,,,,2,0,Completed,3,1.36,2.85,1.4,2.6,1.45,3,1.455,2.7,1.44
3,Doha,Qatar Exxon Mobil Open,01/06/2007,International,Outdoor,Hard,The Final,3,Ljubicic I.,Murray A.,5,17,2495,1370,6,4,6,4,,,,,,,2,0,Completed,2,1.72,2,1.81,1.95,1.8,2.19,1.775,2.1,1.7
4,Auckland,Heineken Open,01/07/2007,International,Outdoor,Hard,1st Round,3,Vliegen K.,Tipsarevic J.,39,64,875,590,7,6,6,0,,,,,,,2,0,Completed,1.28,3.25,1.37,3.1,1.35,3.1,1.413,3.22,,
4,Auckland,Heineken Open,01/08/2007,International,Outdoor,Hard,1st Round,3,Ferrer D.,Gaudio G.,16,34,1475,915,5,7,6,3,6,2,,,,,2,1,Completed,1.44,2.62,1.4,2.95,1.39,2.83,1.407,3.26,1.37,3
4,Auckland,Heineken Open,01/08/2007,International,Outdoor,Hard,1st Round,3,Rochus O.,Nieminen J.,36,17,910,1460,7,6,6,1,,,,,,,2,0,Completed,1.83,1.83,1.81,2,1.95,1.8,1.935,1.971,1.88,1.88
4,Auckland,Heineken Open,01/08/2007,International,Outdoor,Hard,1st Round,3,Bracciali D.,Simon G.,66,47,560,751,6,3,6,2,,,,,,,2,0,Completed,1.9,1.8,2.1,1.73,2.15,1.65,2.19,1.775,2.15,1.67
4,Auckland,Heineken Open,01/08/2007,International,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Horna L.,63,61,596,620,6,4,7,5,,,,,,,2,0,Completed,1.5,2.5,1.42,2.85,1.48,2.53,1.474,2.91,1.5,2.5
4,Auckland,Heineken Open,01/08/2007,International,Outdoor,Hard,1st Round,3,Serra F.,Lapentti N.,76,68,510,552,6,3,1,6,6,4,,,,,2,1,Completed,1.61,2.2,1.65,2.25,1.65,2.15,1.8,2.15,1.65,2.18
4,Auckland,Heineken Open,01/08/2007,International,Outdoor,Hard,1st Round,3,Martin A.,Monfils G.,60,59,641,645,6,4,6,4,,,,,,,2,0,Completed,4,1.19,4,1.25,4.25,1.2,4.13,1.292,4.1,1.22
4,Auckland,Heineken Open,01/08/2007,International,Outdoor,Hard,1st Round,3,Robredo T.,Ramirez-Hidalgo R.,7,56,2375,710,6,2,6,1,,,,,,,2,0,Completed,1.16,4.5,1.14,5.65,1.12,5.66,1.175,6.2,1.14,5.4
4,Auckland,Heineken Open,01/09/2007,International,Outdoor,Hard,1st Round,3,Massu N.,Ferrero J.C.,42,24,825,1080,6,4,6,2,,,,,,,2,0,Completed,2.5,1.5,2.65,1.48,2.5,1.5,2.81,1.51,2.5,1.5
4,Auckland,Heineken Open,01/09/2007,International,Outdoor,Hard,1st Round,3,Chela J.I.,Mahut N.,33,67,920,552,7,6,6,3,,,,,,,2,0,Completed,1.44,2.62,1.48,2.65,1.46,2.6,1.481,2.88,1.5,2.5
4,Auckland,Heineken Open,01/10/2007,International,Outdoor,Hard,1st Round,3,Almagro N.,Wawrinka S.,32,31,925,950,1,6,6,4,6,1,,,,,2,1,Completed,3,1.33,3.1,1.37,2.75,1.42,3.31,1.398,2.85,1.4
4,Auckland,Heineken Open,01/10/2007,International,Outdoor,Hard,1st Round,3,Monaco J.,King-Turner D.,71,456,529,63,6,3,6,3,,,,,,,2,0,Completed,1.16,4.5,,,,,1.217,5.2,1.16,4.9
4,Auckland,Heineken Open,01/10/2007,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Jun W.,22,360,1183,96,6,4,7,5,,,,,,,2,0,Completed,1.14,5,1.15,5.5,,,1.185,5.9,1.14,5.3
4,Auckland,Heineken Open,01/10/2007,International,Outdoor,Hard,1st Round,3,Ancic M.,Rosol L.,9,288,2060,134,6,3,7,6,,,,,,,2,0,Completed,1.04,9,1.05,10,,,1.04,16.78,1.04,11
