ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
27,Hamburg,Hamburg TMS,05/14/2004,Masters,Outdoor,Clay,Quarterfinals,3,Ljubicic I.,Youzhny M.,40,44,4,6,7,5,6,1,,,,,2,1,Completed,1.667,2.1,1.74,2.1,1.8,1.95,1.75,1.85,1.826,2.05
27,Hamburg,Hamburg TMS,05/15/2004,Masters,Outdoor,Clay,Semifinals,3,Federer R.,Hewitt L.,1,17,6,0,6,4,,,,,,,2,0,Completed,1.286,3.5,1.25,3.95,1.32,3.56,1.25,3.2,1.274,4.15
27,Hamburg,Hamburg TMS,05/15/2004,Masters,Outdoor,Clay,Semifinals,3,Coria G.,Ljubicic I.,3,40,3,6,6,1,6,4,,,,,2,1,Completed,1.111,6,1.13,6,1.13,6.41,1.1,4.8,1.138,6.75
27,Hamburg,Hamburg TMS,05/16/2004,Masters,Outdoor,Clay,The Final,5,Federer R.,Coria G.,1,3,4,6,6,4,6,2,6,2,,,3,1,Completed,1.444,2.625,1.5,2.6,1.5,2.67,1.45,2.35,1.51,2.73
28,Casablanca,Grand Prix Hassan II,05/16/2004,International Series,Outdoor,Clay,1st Round,3,Calatrava A.,Elseneer G.,150,101,6,3,4,6,6,4,,,,,2,1,Completed,1.66,2.1,,,,,1.5,2.1,,
28,Casablanca,Grand Prix Hassan II,05/16/2004,International Series,Outdoor,Clay,1st Round,3,Rochus C.,Vicente F.,133,146,7,5,6,1,,,,,,,2,0,Completed,1.727,2,,,,,1.65,1.85,,
28,Casablanca,Grand Prix Hassan II,05/16/2004,International Series,Outdoor,Clay,1st Round,3,Boutter J.,Ziadi M.,574,N/A,6,1,3,6,6,1,,,,,2,1,Completed,,,,,,,,,,
28,Casablanca,Grand Prix Hassan II,05/16/2004,International Series,Outdoor,Clay,1st Round,3,Saulnier C.,Pescosolido S.,79,129,6,3,6,2,,,,,,,2,0,Completed,1.444,2.625,,,1.45,2.6,1.45,2.2,,
28,Casablanca,Grand Prix Hassan II,05/16/2004,International Series,Outdoor,Clay,1st Round,3,Hrbaty D.,Kohlschreiber P.,32,149,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,,,1.35,3.1,1.3,2.7,,
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Ascione T.,Tahiri M.,91,663,6,3,6,4,,,,,,,2,0,Completed,,,,,1.1,6.5,1.1,4.5,1.125,7
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Heuberger I.,van Scheppingen D.,141,86,6,4,6,2,,,,,,,2,0,Completed,2,1.727,2.1,1.7,2.15,1.65,1.85,1.65,2.15,1.741
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Ventura S.,Sabau R.,316,155,6,2,6,3,,,,,,,2,0,Completed,,,,,2.1,1.7,1.9,1.6,,
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Vagnozzi S.,Lisnard J.R.,407,125,7,6,6,1,,,,,,,2,0,Completed,,,,,2.45,1.5,2.5,1.35,,
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Guzman J.P.,Taino E.,136,165,6,2,6,1,,,,,,,2,0,Completed,1.364,2.875,1.4,2.8,1.32,3.22,1.35,2.5,1.4,3.15
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Portas A.,Mutis O.,107,121,6,2,7,5,,,,,,,2,0,Completed,1.727,2,1.85,1.9,1.75,2,1.6,1.9,1.935,1.885
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Hernandez O.,El Aarej M.,90,451,6,4,6,4,,,,,,,2,0,Completed,,,,,1.1,5.8,1.2,3.3,1.182,5.25
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Browne F.,Krajan Z.,181,422,6,3,7,5,,,,,,,2,0,Completed,,,1.75,2,1.75,2,1.55,2,1.746,2.14
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Dupuis A.,di Pasquale A.,82,432,7,6,6,4,,,,,,,2,0,Completed,,,3,1.36,2.92,1.37,2.7,1.3,3.27,1.382
28,Casablanca,Grand Prix Hassan II,05/17/2004,International Series,Outdoor,Clay,1st Round,3,Mahut N.,Rehnquist B.,111,196,6,1,6,2,,,,,,,2,0,Completed,,,1.6,2.25,1.65,2.15,1.5,2.1,1.429,3.03
28,Casablanca,Grand Prix Hassan II,05/18/2004,International Series,Outdoor,Clay,1st Round,3,Benneteau J.,Ramirez-Hidalgo R.,109,80,6,4,6,2,,,,,,,2,0,Completed,2.25,1.571,2.25,1.6,2.15,1.65,2.3,1.4,2.43,1.613
28,Casablanca,Grand Prix Hassan II,05/18/2004,International Series,Outdoor,Clay,2nd Round,3,Hernandez O.,Guzman J.P.,90,136,6,4,1,6,7,6,,,,,2,1,Completed,1.61,2.2,1.65,2.2,1.7,2.1,1.6,1.9,1.676,2.28
28,Casablanca,Grand Prix Hassan II,05/18/2004,International Series,Outdoor,Clay,2nd Round,3,Dupuis A.,Portas A.,82,107,7,6,7,6,,,,,,,2,0,Completed,2.25,1.571,2.5,1.5,2.35,1.55,2.2,1.45,2.66,1.538
28,Casablanca,Grand Prix Hassan II,05/18/2004,International Series,Outdoor,Clay,2nd Round,3,Hrbaty D.,Calatrava A.,32,150,5,7,6,4,6,4,,,,,2,1,Completed,1.286,3.5,1.33,3.2,1.28,3.46,1.2,3.3,1.303,3.8
28,Casablanca,Grand Prix Hassan II,05/18/2004,International Series,Outdoor,Clay,2nd Round,3,Rochus C.,Saulnier C.,133,79,6,0,6,3,,,,,,,2,0,Completed,1.8,1.909,1.8,1.95,1.87,1.87,1.85,1.65,1.833,2
28,Casablanca,Grand Prix Hassan II,05/19/2004,International Series,Outdoor,Clay,2nd Round,3,Ascione T.,Browne F.,91,181,6,2,3,1,,,,,,,1,0,Retired,1.4,2.75,1.4,2.85,1.45,2.6,1.35,2.5,1.408,3.1
28,Casablanca,Grand Prix Hassan II,05/19/2004,International Series,Outdoor,Clay,2nd Round,3,Heuberger I.,Vagnozzi S.,141,407,6,3,6,4,,,,,,,2,0,Completed,1.44,2.62,1.45,2.65,1.55,2.35,1.4,2.3,1.556,2.6
28,Casablanca,Grand Prix Hassan II,05/19/2004,International Series,Outdoor,Clay,2nd Round,3,Benneteau J.,Boutter J.,109,574,2,6,6,3,6,4,,,,,2,1,Completed,1.444,2.625,,,,,1.5,2.1,1.444,2.95
28,Casablanca,Grand Prix Hassan II,05/19/2004,International Series,Outdoor,Clay,2nd Round,3,Ventura S.,Mahut N.,316,111,7,6,6,4,,,,,,,2,0,Completed,2.5,1.5,2.25,1.6,2,1.75,2.1,1.5,2.11,1.763
28,Casablanca,Grand Prix Hassan II,05/20/2004,International Series,Outdoor,Clay,Quarterfinals,3,Rochus C.,Dupuis A.,133,82,6,3,6,1,,,,,,,2,0,Completed,1.667,2.1,1.6,2.3,1.5,2.45,1.55,2,1.588,2.5
28,Casablanca,Grand Prix Hassan II,05/20/2004,International Series,Outdoor,Clay,Quarterfinals,3,Ventura S.,Heuberger I.,316,141,6,2,6,4,,,,,,,2,0,Completed,1.9,1.8,2,1.75,1.87,1.87,1.75,1.75,,
28,Casablanca,Grand Prix Hassan II,05/20/2004,International Series,Outdoor,Clay,Quarterfinals,3,Benneteau J.,Ascione T.,109,91,6,3,6,4,,,,,,,2,0,Completed,2.2,1.615,2.4,1.55,2.45,1.5,2.2,1.45,2.43,1.613
28,Casablanca,Grand Prix Hassan II,05/20/2004,International Series,Outdoor,Clay,Quarterfinals,3,Hrbaty D.,Hernandez O.,32,90,6,3,6,0,,,,,,,2,0,Completed,1.444,2.625,1.5,2.5,1.4,2.85,1.5,2.1,1.435,3
28,Casablanca,Grand Prix Hassan II,05/21/2004,International Series,Outdoor,Clay,Semifinals,3,Ventura S.,Rochus C.,316,133,6,1,1,6,6,2,,,,,2,1,Completed,2.75,1.4,2.85,1.4,2.92,1.37,2.5,1.35,3.1,1.417
28,Casablanca,Grand Prix Hassan II,05/21/2004,International Series,Outdoor,Clay,Semifinals,3,Hrbaty D.,Benneteau J.,32,109,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,1.36,3,1.4,2.85,1.35,2.5,1.37,3.3
28,Casablanca,Grand Prix Hassan II,05/22/2004,International Series,Outdoor,Clay,The Final,3,Ventura S.,Hrbaty D.,316,32,6,3,1,6,6,4,,,,,2,1,Completed,4,1.22,4,1.25,4.25,1.2,3.2,1.25,4.5,1.241
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Hanescu V.,Popp A.,70,81,6,4,6,2,,,,,,,2,0,Completed,1.25,3.5,,,1.25,3.9,1.3,2.7,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Volandri F.,Berdych T.,61,78,6,3,6,1,,,,,,,2,0,Completed,1.4,2.75,,,1.35,3.1,1.4,2.3,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Koellerer D.,Sanguinetti D.,174,113,2,6,6,2,6,4,,,,,2,1,Completed,,,,,2.45,1.5,2.5,1.35,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Koubek S.,Soderling R.,100,46,7,5,7,6,,,,,,,2,0,Completed,,,2.25,1.6,2.15,1.65,1.9,1.6,2.24,1.694
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Armando H.,Behrend T.,299,118,6,4,6,3,,,,,,,2,0,Completed,2.375,1.533,2.05,1.72,2.15,1.65,2,1.55,2.42,1.617
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Ancic M.,Blanco G.,69,93,6,2,6,4,,,,,,,2,0,Completed,1.444,2.625,1.45,2.65,1.37,2.92,1.3,2.7,1.417,3.05
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Davydenko N.,Tursunov D.,50,68,6,2,6,0,,,,,,,2,0,Completed,1.25,3.5,1.28,3.5,1.32,3.22,1.25,3,1.263,4.2
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Malisse X.,Beck K.,65,85,7,5,6,0,,,,,,,2,0,Completed,,,1.42,2.75,1.36,2.97,1.3,2.7,1.426,3.05
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Karlovic I.,Stoppini A.,58,402,6,7,6,4,6,3,,,,,2,1,Completed,,,1.3,3.35,1.35,3.1,1.3,2.7,1.313,3.7
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Rochus O.,Levy H.,73,120,6,1,6,1,,,,,,,2,0,Completed,1.25,3.5,1.25,3.75,1.25,3.75,1.15,3.8,1.227,4.7
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Zimonjic N.,Agassi A.,339,6,6,2,7,6,,,,,,,2,0,Completed,,,8.5,1.05,7.19,1.07,5.5,1.03,12,1.067
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Sanchez D.,Gambill J.M.,54,84,6,3,6,4,,,,,,,2,0,Completed,1.2,4,,,1.2,4.25,1.2,3.3,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Andreev I.,Johansson J.,77,48,6,2,7,6,,,,,,,2,0,Completed,1.833,1.833,,,1.87,1.87,1.65,1.85,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/17/2004,International,Outdoor,Clay,1st Round,3,Sluiter R.,Zib T.,83,132,6,4,2,6,6,3,,,,,2,1,Completed,1.444,2.625,,,1.55,2.35,1.35,2.5,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/18/2004,International,Outdoor,Clay,1st Round,3,Melzer J.,Rusedski G.,55,105,6,2,7,6,,,,,,,2,0,Completed,1.167,4.5,1.18,4.5,1.23,3.89,1.15,3.8,1.22,4.85
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/18/2004,International,Outdoor,Clay,1st Round,3,Knowle J.,Labadze I.,219,47,7,5,4,6,6,2,,,,,2,1,Completed,,,2.15,1.67,2.1,1.7,2.5,1.35,1.8,2
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/18/2004,International,Outdoor,Clay,2nd Round,3,Malisse X.,Armando H.,65,299,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,1.36,3,1.3,3.35,1.25,3,1.357,3.4
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/18/2004,International,Outdoor,Clay,2nd Round,3,Volandri F.,Sluiter R.,61,83,6,4,6,2,,,,,,,2,0,Completed,1.286,3.5,1.28,3.5,1.25,3.75,1.25,3,1.256,4.3
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/18/2004,International,Outdoor,Clay,2nd Round,3,Davydenko N.,Ancic M.,50,69,6,4,7,5,,,,,,,2,0,Completed,1.4,2.75,1.45,2.65,1.4,2.85,1.35,2.5,1.476,2.85
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/19/2004,International,Outdoor,Clay,2nd Round,3,Hanescu V.,Zimonjic N.,70,339,6,2,6,2,,,,,,,2,0,Completed,1.33,3.25,1.25,3.7,1.3,3.35,1.25,3,1.317,3.65
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/19/2004,International,Outdoor,Clay,2nd Round,3,Melzer J.,Andreev I.,55,77,6,3,7,5,,,,,,,2,0,Completed,1.444,2.625,,,1.53,2.4,1.4,2.3,1.546,2.63
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/19/2004,International,Outdoor,Clay,2nd Round,3,Rochus O.,Knowle J.,73,219,3,6,6,3,6,1,,,,,2,1,Completed,1.364,3,1.36,3,1.4,2.85,1.2,3.3,1.392,3.2
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/19/2004,International,Outdoor,Clay,2nd Round,3,Sanchez D.,Koubek S.,54,100,,,,,,,,,,,,,Walkover,1.4,2.75,1.36,3,1.2,4,1.35,2.5,1.357,3.35
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/19/2004,International,Outdoor,Clay,2nd Round,3,Koellerer D.,Karlovic I.,174,58,6,2,4,6,6,3,,,,,2,1,Completed,3,1.36,3.1,1.35,2.92,1.37,2.7,1.3,3.54,1.34
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/20/2004,International,Outdoor,Clay,Quarterfinals,3,Malisse X.,Koellerer D.,65,174,6,4,3,6,6,1,,,,,2,1,Completed,1.28,3.5,1.25,3.75,1.26,3.59,1.15,3.8,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/20/2004,International,Outdoor,Clay,Quarterfinals,3,Volandri F.,Hanescu V.,61,70,6,4,6,3,,,,,,,2,0,Completed,1.667,2.1,1.7,2.1,1.65,2.15,1.55,2,1.735,2.16
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/20/2004,International,Outdoor,Clay,Quarterfinals,3,Melzer J.,Rochus O.,55,73,4,6,7,6,6,2,,,,,2,1,Completed,1.5,2.5,1.6,2.3,1.5,2.45,1.35,2.5,1.621,2.41
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/20/2004,International,Outdoor,Clay,Quarterfinals,3,Sanchez D.,Davydenko N.,54,50,3,6,6,1,,,,,,,1,1,Retired,2.25,1.571,2.3,1.6,2.35,1.55,2,1.55,2.5,1.588
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/21/2004,International,Outdoor,Clay,Semifinals,3,Malisse X.,Melzer J.,65,55,3,6,6,3,6,3,,,,,2,1,Completed,2.5,1.5,2.5,1.5,2.45,1.5,2.3,1.4,2.55,1.575
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/21/2004,International,Outdoor,Clay,Semifinals,3,Volandri F.,Sanchez D.,61,54,6,1,4,6,6,4,,,,,2,1,Completed,1.727,2,1.7,2.1,1.65,2.15,1.6,1.9,1.752,2.15
29,St. Polten,Internationaler Raiffeisen Grand Prix,05/22/2004,International,Outdoor,Clay,The Final,3,Volandri F.,Malisse X.,61,65,6,1,6,4,,,,,,,2,0,Completed,1.5,2.5,1.57,2.4,1.55,2.35,1.55,2.1,1.578,2.53
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Moya C.,van Lottum J.,5,98,6,3,6,4,3,6,6,2,,,3,1,Completed,1.04,9,1.04,9.25,1.04,9.25,1.02,7,1.043,17
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Henman T.,Saulnier C.,9,79,4,6,4,6,7,6,6,4,6,3,3,2,Completed,1.143,5,1.18,4.5,1.13,5.5,1.15,3.8,1.16,5.75
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Spadea V.,Serra F.,28,224,7,5,1,6,4,6,7,6,9,7,3,2,Completed,1.28,3.5,1.3,3.35,1.25,3.75,1.3,2.7,,
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Chela J.I.,Levy H.,23,124,6,3,6,1,6,4,,,,,3,0,Completed,1.063,8,1.05,8.5,1.05,7.25,1.05,5,1.065,12.5
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Labadze I.,Johansson J.,50,48,7,5,7,6,7,5,,,,,3,0,Completed,,,,,1.42,2.75,1.4,2.3,1.392,3.2
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Monaco J.,Bogomolov A.,143,119,6,1,6,1,5,7,6,4,,,3,1,Completed,,,1.25,3.7,1.25,3.75,1.25,3,1.274,4.1
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Srichaphan P.,Berdych T.,13,78,6,3,6,4,3,6,6,1,,,3,1,Completed,2,1.727,2.1,1.7,2,1.75,1.75,1.75,2.25,1.69
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Coria G.,Davydenko N.,3,57,6,4,6,2,6,0,,,,,3,0,Completed,1.125,5.5,1.11,6.25,1.1,6.25,1.15,3.8,1.125,7.25
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Haehnel J.,Agassi A.,271,6,6,4,7,6,6,3,,,,,3,0,Completed,9,1.04,6.25,1.1,7.79,1.06,4.5,1.1,,
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Corretja A.,Gambill J.M.,97,86,6,1,4,6,6,3,6,2,,,3,1,Completed,1.25,3.75,1.22,4.15,1.17,4.67,1.2,3.3,1.267,4.2
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Verdasco F.,Rusedski G.,53,103,7,6,6,0,6,0,,,,,3,0,Completed,1.071,7.5,1.05,8.5,1.04,9.25,1.05,5,1.063,13.25
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Burgsmuller L.,Mahut N.,91,107,7,5,6,3,3,6,6,1,,,3,1,Completed,1.667,2.1,1.62,2.25,1.65,2.15,1.7,1.8,1.617,2.42
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Youzhny M.,van Scheppingen D.,38,88,6,0,6,4,6,2,,,,,3,0,Completed,1.143,5,1.1,6.5,1.1,6.25,1.1,4.5,1.125,7.25
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Jeanpierre J.,Beck K.,181,87,6,2,6,4,7,5,,,,,3,0,Completed,2.25,1.57,2.4,1.53,1.45,2.6,1.45,2.2,,
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Blanco G.,Portas A.,95,113,7,5,7,5,3,6,6,4,,,3,1,Completed,2.2,1.615,2.3,1.6,2.3,1.6,2,1.55,2.59,1.559
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Vicente F.,Gicquel M.,148,270,3,6,7,6,6,4,6,2,,,3,1,Completed,,,1.9,1.85,1.87,1.87,1.85,1.65,,
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Mutis O.,Ginepri R.,125,39,6,4,6,4,6,0,,,,,3,0,Completed,2.2,1.615,2.1,1.68,2.15,1.65,2.1,1.5,2.1,1.769
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Mayer F.,Gonzalez F.,75,16,6,7,6,1,6,0,7,6,,,3,1,Completed,4.333,1.2,4.4,1.2,4.67,1.17,3,1.25,5.15,1.194
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Pavel A.,Hernandez O.,22,81,6,2,,,,,,,,,1,0,Retired,1.143,5,1.12,6,1.11,5.84,1.1,4.5,1.157,5.85
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Ancic M.,Sargsian S.,73,45,7,6,4,6,6,4,6,4,,,3,1,Completed,1.833,1.833,,,1.8,1.95,1.75,1.75,1.806,2.04
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Llodra M.,Popp A.,94,84,4,6,6,3,6,4,6,2,,,3,1,Completed,1.4,2.75,1.35,3,1.32,3.22,1.3,2.7,1.417,3.05
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Roddick A.,Martin T.,2,63,7,6,6,4,7,5,,,,,3,0,Completed,1.167,4.5,1.16,5,1.17,4.67,1.2,3.3,1.22,4.75
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Escude N.,Arthurs W.,76,89,7,6,6,2,6,2,,,,,3,0,Completed,1.727,2,1.74,2.04,1.7,2.05,1.6,1.9,1.662,2.31
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Voltchkov V.,Stepanek R.,171,61,6,3,2,6,3,6,6,3,11,9,3,2,Completed,3,1.364,2.85,1.4,2.85,1.4,2.2,1.45,3.25,1.377
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Garcia-Lopez G.,Reid T.,183,127,4,6,6,1,6,2,6,2,,,3,1,Completed,1.364,3,1.38,2.9,1.3,3.35,1.3,2.7,1.294,3.9
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Robredo T.,Martin A.,17,60,6,3,6,3,6,2,,,,,3,0,Completed,1.333,3.25,1.4,2.85,1.4,2.85,1.3,2.7,1.351,3.4
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Horna L.,Philippoussis M.,41,18,6,1,7,6,6,3,,,,,3,0,Completed,1.533,2.375,1.48,2.6,1.45,2.6,1.5,2.1,1.465,2.87
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Sluiter R.,Mello R.,82,149,7,5,6,1,3,6,6,1,,,3,1,Completed,2,1.727,2.1,1.7,2.1,1.7,1.75,1.75,2.18,1.725
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Zabaleta M.,Robert S.,32,170,7,6,6,3,6,2,,,,,3,0,Completed,1.111,6,1.16,5,1.15,5.2,1.15,3.8,1.182,5.25
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Hrbaty D.,Ulihrach B.,24,117,6,1,3,1,,,,,,,1,0,Retired,1.222,4,1.2,4.4,1.15,5.2,1.2,3.3,1.174,5.25
30,Paris,French Open,05/24/2004,Grand Slam,Outdoor,Clay,1st Round,5,Massu N.,Tipsarevic J.,11,147,3,6,6,1,6,4,7,6,,,3,1,Completed,,,1.18,4.5,1.23,3.89,1.15,3.8,,
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Enqvist T.,Carlsen K.,65,105,6,2,6,3,6,4,,,,,3,0,Completed,1.364,3,1.28,3.5,1.26,3.59,1.35,2.5,1.299,3.8
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Kiefer N.,Ascione T.,34,85,6,3,6,2,6,2,,,,,3,0,Completed,1.727,2,1.8,1.95,1.8,1.95,1.7,1.8,1.855,1.971
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Starace P.,Tursunov D.,202,69,6,2,6,3,6,4,,,,,3,0,Completed,1.57,2.25,1.55,2.35,1.55,2.35,1.5,2.1,1.621,2.41
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Hanescu V.,Lisnard J.R.,66,132,7,5,6,2,6,4,,,,,3,0,Completed,1.25,3.75,1.25,3.8,1.25,3.75,1.25,3,1.308,3.75
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Federer R.,Vliegen K.,1,110,6,1,6,2,6,1,,,,,3,0,Completed,1.02,11,1.03,10,1.03,10.5,1.03,6,1.033,21
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Verkerk M.,Boutter J.,19,492,7,5,6,3,6,1,,,,,3,0,Completed,1.143,5,1.17,4.65,1.17,4.67,1.15,3.8,1.215,4.85
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Elsner D.,Peya A.,161,128,6,1,7,6,6,2,,,,,3,0,Completed,2.1,1.667,1.9,1.83,1.87,1.87,1.75,1.75,1.909,1.909
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Grosjean S.,Kim K.,10,208,6,1,6,1,6,4,,,,,3,0,Completed,1.083,7,1.12,5.75,1.1,6.75,1.15,3.8,1.105,8
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Malisse X.,Schuettler R.,54,7,6,4,7,5,6,4,,,,,3,0,Completed,2.75,1.4,3,1.37,3.1,1.35,3,1.25,2.95,1.444
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Bjorkman J.,Dent T.,26,35,6,3,2,6,6,3,3,6,6,2,3,2,Completed,1.615,2.2,1.5,2.5,1.5,2.45,1.5,2.1,1.552,2.61
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Ljubicic I.,Arazi H.,27,37,6,7,6,4,6,7,6,3,6,3,3,2,Completed,1.444,2.625,1.53,2.45,1.45,2.6,1.5,2.1,1.538,2.66
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Koubek S.,Sanchez D.,96,55,6,3,7,5,3,6,6,7,6,0,3,2,Completed,3.75,1.25,4.65,1.18,3.89,1.23,3.8,1.15,4.55,1.235
30,Paris,French Open,05/25/2004,Grand Slam,Outdoor,Clay,1st Round,5,Ferrer D.,Rochus O.,52,70,6,1,6,1,6,3,,,,,3,0,Completed,1.5,2.5,1.53,2.45,1.4,2.85,1.45,2.2,1.526,2.7
