ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
20,Miami,NASDAQ-100 Open,03/27/2005,Masters,Outdoor,Hard,3rd Round,3,Nadal R.,Verdasco F.,31,45,,,6,2,6,2,,,,,,,2,0,Completed,1.39,2.75,1.45,2.7,,,1.5,2.2,1.426,3.05
20,Miami,NASDAQ-100 Open,03/28/2005,Masters,Outdoor,Hard,3rd Round,3,Ferrer D.,Nalbandian D.,44,9,,,7,6,6,1,,,,,,,2,0,Completed,3.75,1.25,3.55,1.28,3.22,1.32,3.2,1.25,3.35,1.364
20,Miami,NASDAQ-100 Open,03/28/2005,Masters,Outdoor,Hard,3rd Round,3,Johansson T.,Moya C.,27,6,,,7,6,3,6,6,2,,,,,2,1,Completed,2.75,1.39,2.7,1.45,2.53,1.48,2.35,1.45,2.73,1.518
20,Miami,NASDAQ-100 Open,03/28/2005,Masters,Outdoor,Hard,3rd Round,3,Gaudio G.,Grosjean S.,8,29,,,6,2,6,3,,,,,,,2,0,Completed,1.72,2,1.7,2.1,1.75,2,1.65,1.95,1.694,2.24
20,Miami,NASDAQ-100 Open,03/28/2005,Masters,Outdoor,Hard,3rd Round,3,Dent T.,Coria G.,33,5,,,6,3,6,4,,,,,,,2,0,Completed,2.75,1.39,3,1.37,2.65,1.45,2.35,1.45,3.31,1.369
20,Miami,NASDAQ-100 Open,03/28/2005,Masters,Outdoor,Hard,3rd Round,3,Mayer F.,Gonzalez F.,51,16,,,7,6,2,6,6,3,,,,,2,1,Completed,3,1.36,3,1.37,2.6,1.45,2.5,1.4,2.87,1.465
20,Miami,NASDAQ-100 Open,03/28/2005,Masters,Outdoor,Hard,3rd Round,3,Agassi A.,Clement A.,10,124,,,6,2,6,4,,,,,,,2,0,Completed,1.14,5,1.12,5.85,1.17,4.67,1.2,3.6,1.125,7.1
20,Miami,NASDAQ-100 Open,03/28/2005,Masters,Outdoor,Hard,3rd Round,3,Henman T.,Chela J.I.,7,30,,,6,3,6,1,,,,,,,2,0,Completed,1.39,2.75,1.4,2.85,1.45,2.6,1.45,2.35,1.441,2.97
20,Miami,NASDAQ-100 Open,03/29/2005,Masters,Outdoor,Hard,3rd Round,3,Stepanek R.,Morrison J.,25,108,,,6,3,6,0,,,,,,,2,0,Completed,1.44,2.62,1.42,2.8,1.5,2.45,1.5,2.2,1.4,3.15
20,Miami,NASDAQ-100 Open,03/29/2005,Masters,Outdoor,Hard,3rd Round,3,Ancic M.,Haas T.,20,17,,,6,4,6,4,,,,,,,2,0,Completed,2.37,1.53,2.25,1.62,2.3,1.6,2.2,1.5,2.25,1.69
20,Miami,NASDAQ-100 Open,03/29/2005,Masters,Outdoor,Hard,3rd Round,3,Federer R.,Zabaleta M.,1,52,,,6,2,5,7,6,3,,,,,2,1,Completed,1.02,11,1.03,11,1.05,7.75,1.05,6,1.03,23
20,Miami,NASDAQ-100 Open,03/29/2005,Masters,Outdoor,Hard,4th Round,3,Ferrer D.,Ferrero J.C.,44,85,,,6,7,6,3,7,5,,,,,2,1,Completed,3.25,1.33,3.3,1.33,3.3,1.3,2.5,1.4,3.34,1.365
20,Miami,NASDAQ-100 Open,03/29/2005,Masters,Outdoor,Hard,4th Round,3,Hrbaty D.,Monfils G.,28,128,,,6,3,6,3,,,,,,,2,0,Completed,1.39,2.75,1.4,2.95,1.35,3,1.4,2.5,1.398,3.16
20,Miami,NASDAQ-100 Open,03/29/2005,Masters,Outdoor,Hard,4th Round,3,Nadal R.,Ljubicic I.,31,14,,,6,4,6,7,6,3,,,,,2,1,Completed,2.2,1.61,2.2,1.65,2,1.75,2,1.6,2.29,1.671
20,Miami,NASDAQ-100 Open,03/29/2005,Masters,Outdoor,Hard,4th Round,3,Agassi A.,Gaudio G.,10,8,,,7,6,6,2,,,,,,,2,0,Completed,1.25,3.75,1.3,3.4,1.35,3.1,1.3,2.9,1.317,3.7
20,Miami,NASDAQ-100 Open,03/30/2005,Masters,Outdoor,Hard,4th Round,3,Johansson T.,Novak J.,27,26,,,7,6,6,2,,,,,,,2,0,Completed,1.66,2.1,1.7,2.1,1.75,2,1.75,1.85,1.667,2.3
20,Miami,NASDAQ-100 Open,03/30/2005,Masters,Outdoor,Hard,4th Round,3,Federer R.,Ancic M.,1,20,,,6,3,4,6,6,4,,,,,2,1,Completed,1.06,8,1.05,9,1.1,6.75,1.1,5,1.1,8
20,Miami,NASDAQ-100 Open,03/30/2005,Masters,Outdoor,Hard,4th Round,3,Henman T.,Stepanek R.,7,25,,,7,5,6,3,,,,,,,2,0,Completed,1.28,3.5,1.3,3.4,1.37,2.92,1.35,2.7,1.311,3.72
20,Miami,NASDAQ-100 Open,03/30/2005,Masters,Outdoor,Hard,4th Round,3,Dent T.,Mayer F.,33,51,,,6,3,6,4,,,,,,,2,0,Completed,1.39,2.75,1.4,2.85,1.45,2.6,1.45,2.35,1.347,3.48
20,Miami,NASDAQ-100 Open,03/30/2005,Masters,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Hrbaty D.,44,28,,,6,2,6,3,,,,,,,2,0,Completed,2.75,1.39,2.75,1.43,2.85,1.4,,,2.83,1.485
20,Miami,NASDAQ-100 Open,03/31/2005,Masters,Outdoor,Hard,Quarterfinals,3,Nadal R.,Johansson T.,31,27,,,6,2,6,4,,,,,,,2,0,Completed,1.39,2.75,1.45,2.7,1.45,2.6,1.45,2.35,1.4,3.15
20,Miami,NASDAQ-100 Open,03/31/2005,Masters,Outdoor,Hard,Quarterfinals,3,Federer R.,Henman T.,1,7,,,6,4,6,2,,,,,,,2,0,Completed,1.1,6.5,1.08,7.5,1.14,5.19,1.15,4,1.138,6.5
20,Miami,NASDAQ-100 Open,04/01/2005,Masters,Outdoor,Hard,Quarterfinals,3,Agassi A.,Dent T.,10,33,,,7,5,6,0,,,,,,,2,0,Completed,1.25,3.75,1.25,3.85,1.28,3.46,1.2,3.6,1.272,4.13
20,Miami,NASDAQ-100 Open,04/01/2005,Masters,Outdoor,Hard,Semifinals,3,Nadal R.,Ferrer D.,31,44,,,6,4,6,3,,,,,,,2,0,Completed,1.22,4,1.25,3.85,1.25,3.75,1.35,2.7,1.725,2.18
20,Miami,NASDAQ-100 Open,04/02/2005,Masters,Outdoor,Hard,Semifinals,3,Federer R.,Agassi A.,1,10,,,6,4,6,3,,,,,,,2,0,Completed,1.08,7,1.1,6.5,1.13,5.5,1.15,4,2.16,1.735
20,Miami,NASDAQ-100 Open,04/03/2005,Masters,Outdoor,Hard,The Final,5,Federer R.,Nadal R.,1,31,,,2,6,6,7,7,6,6,3,6,1,3,2,Completed,1.1,7,1.1,6.5,1.15,5.2,1.15,4,1.127,7.04
21,Casablanca,Grand Prix Hassan II,04/04/2005,International Series,Outdoor,Clay,1st Round,3,Muller G.,Lisnard J.R.,64,93,,,7,5,6,2,,,,,,,2,0,Completed,1.83,1.83,1.93,1.83,1.85,1.9,1.55,2.1,1.99,1.84
21,Casablanca,Grand Prix Hassan II,04/04/2005,International Series,Outdoor,Clay,1st Round,3,Nieminen J.,Hanescu V.,123,97,,,6,3,7,6,,,,,,,2,0,Completed,,,1.5,2.55,1.48,2.53,1.55,2.1,1.662,2.31
21,Casablanca,Grand Prix Hassan II,04/04/2005,International Series,Outdoor,Clay,1st Round,3,Rochus C.,Tahiri M.,65,563,,,6,3,6,2,,,,,,,2,0,Completed,1.06,7.5,,,1.1,6.75,1.1,5,1.098,8.5
21,Casablanca,Grand Prix Hassan II,04/04/2005,International Series,Outdoor,Clay,1st Round,3,Zib T.,Schuettler R.,77,35,,,6,2,6,2,,,,,,,2,0,Completed,2.37,1.53,2.2,1.65,2.28,1.58,2.35,1.45,2.29,1.671
21,Casablanca,Grand Prix Hassan II,04/04/2005,International Series,Outdoor,Clay,1st Round,3,Almagro N.,Burgsmuller L.,98,87,,,6,2,6,2,,,,,,,2,0,Completed,1.22,3.75,1.2,4.4,1.2,4.25,1.35,2.7,1.25,4.35
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Mayer F.,Ulihrach B.,46,106,,,6,2,6,1,,,,,,,2,0,Completed,1.3,3.25,1.33,3.2,1.25,3.75,1.35,2.7,1.327,3.61
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Vanek J.,Santoro F.,84,48,,,6,4,3,6,6,3,,,,,2,1,Completed,2.1,1.66,1.93,1.83,2.05,1.75,2,1.6,2.08,1.781
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Puerta M.,Behrend T.,59,112,,,6,4,6,1,,,,,,,2,0,Completed,1.44,2.62,1.48,2.6,1.45,2.6,1.5,2.2,1.526,2.7
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Tipsarevic J.,Mutis O.,94,125,,,7,5,6,3,,,,,,,2,0,Completed,1.72,2,1.77,2,1.7,2.1,1.7,1.9,1.714,2.2
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Gicquel M.,Mertinak M.,150,166,,,1,6,7,5,6,4,,,,,2,1,Completed,1.9,1.8,,,,,1.95,1.65,,
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Volandri F.,El Aynaoui Y.,42,655,,,6,3,7,6,,,,,,,2,0,Completed,,,,,1.15,5.2,1.15,4,1.16,5.75
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Monaco J.,Sanguinetti D.,100,78,,,7,6,6,4,,,,,,,2,0,Completed,1.28,3.25,1.25,3.85,1.28,3.46,1.4,2.5,1.27,4.15
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Sanchez D.,Ascione T.,104,134,,,7,5,6,4,,,,,,,2,0,Completed,1.57,2.25,1.75,2,,,1.6,2,1.769,2.1
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Simon G.,Acasuso J.,119,66,,,6,3,3,6,6,3,,,,,2,1,Completed,3.5,1.25,3.2,1.33,3.75,1.25,2.7,1.35,3.71,1.312
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Ventura S.,Arazi H.,71,138,,,7,5,6,3,,,,,,,2,0,Completed,,,,,1.5,2.45,1.55,2.1,1.538,2.66
21,Casablanca,Grand Prix Hassan II,04/05/2005,International Series,Outdoor,Clay,1st Round,3,Clement A.,Horna L.,111,44,,,7,5,6,2,,,,,,,2,0,Completed,2.1,1.66,2.1,1.7,2.3,1.6,1.85,1.75,2.32,1.658
21,Casablanca,Grand Prix Hassan II,04/06/2005,International Series,Outdoor,Clay,2nd Round,3,Rochus C.,Sanchez D.,65,104,,,7,5,4,6,6,3,,,,,2,1,Completed,1.8,1.9,1.95,1.83,1.9,1.85,1.95,1.65,2.04,1.806
21,Casablanca,Grand Prix Hassan II,04/06/2005,International Series,Outdoor,Clay,2nd Round,3,Muller G.,Tipsarevic J.,64,94,,,6,3,6,4,,,,,,,2,0,Completed,1.72,2,1.77,2,1.75,2,1.75,1.85,1.87,1.952
21,Casablanca,Grand Prix Hassan II,04/06/2005,International Series,Outdoor,Clay,2nd Round,3,Zib T.,Ventura S.,77,71,,,6,4,6,1,,,,,,,2,0,Completed,1.72,2,1.77,2,1.85,1.85,1.7,1.9,1.82,2.02
21,Casablanca,Grand Prix Hassan II,04/06/2005,International Series,Outdoor,Clay,2nd Round,3,Volandri F.,Nieminen J.,42,123,,,3,6,6,1,6,4,,,,,2,1,Completed,1.66,2.1,1.62,2.25,1.7,2.1,1.55,2.1,1.613,2.43
21,Casablanca,Grand Prix Hassan II,04/07/2005,International Series,Outdoor,Clay,2nd Round,3,Simon G.,Vanek J.,119,84,,,6,4,3,6,6,3,,,,,2,1,Completed,2.5,1.5,2.3,1.6,2.35,1.55,2.1,1.55,2.58,1.562
21,Casablanca,Grand Prix Hassan II,04/07/2005,International Series,Outdoor,Clay,2nd Round,3,Monaco J.,Mayer F.,100,46,,,7,6,6,0,,,,,,,2,0,Completed,2.25,1.57,2.25,1.62,2.25,1.6,2.2,1.5,2.25,1.69
21,Casablanca,Grand Prix Hassan II,04/07/2005,International Series,Outdoor,Clay,2nd Round,3,Clement A.,Gicquel M.,111,150,,,6,4,6,4,,,,,,,2,0,Completed,1.28,3.5,1.3,3.4,1.4,2.85,1.45,2.35,1.297,3.87
21,Casablanca,Grand Prix Hassan II,04/07/2005,International Series,Outdoor,Clay,2nd Round,3,Puerta M.,Almagro N.,59,98,,,6,3,7,6,,,,,,,2,0,Completed,1.61,2.2,1.7,2.1,1.7,2.1,1.65,1.95,1.588,2.5
21,Casablanca,Grand Prix Hassan II,04/08/2005,International Series,Outdoor,Clay,Quarterfinals,3,Monaco J.,Simon G.,100,119,,,4,6,6,2,7,5,,,,,2,1,Completed,1.36,3,1.4,2.85,1.4,2.85,1.45,2.35,1.435,3
21,Casablanca,Grand Prix Hassan II,04/08/2005,International Series,Outdoor,Clay,Quarterfinals,3,Zib T.,Rochus C.,77,65,,,6,1,7,6,,,,,,,2,0,Completed,1.61,2.2,1.65,2.2,1.6,2.25,1.6,2,1.667,2.3
21,Casablanca,Grand Prix Hassan II,04/08/2005,International Series,Outdoor,Clay,Quarterfinals,3,Puerta M.,Clement A.,59,111,,,3,6,6,1,6,2,,,,,2,1,Completed,1.44,2.62,1.4,2.85,1.35,3.1,1.45,2.35,1.417,3.05
21,Casablanca,Grand Prix Hassan II,04/08/2005,International Series,Outdoor,Clay,Quarterfinals,3,Volandri F.,Muller G.,42,64,,,7,6,6,1,,,,,,,2,0,Completed,1.33,3.25,1.33,3.2,1.4,2.85,1.45,2.35,1.356,3.41
21,Casablanca,Grand Prix Hassan II,04/09/2005,International Series,Outdoor,Clay,Semifinals,3,Monaco J.,Zib T.,100,77,,,6,2,6,4,,,,,,,2,0,Completed,1.72,2,1.83,1.93,1.87,1.87,1.75,1.85,1.909,1.909
21,Casablanca,Grand Prix Hassan II,04/09/2005,International Series,Outdoor,Clay,Semifinals,3,Puerta M.,Volandri F.,59,42,,,6,4,7,6,,,,,,,2,0,Completed,1.83,1.83,1.83,1.93,1.8,1.95,1.7,1.9,2.16,1.735
21,Casablanca,Grand Prix Hassan II,04/10/2005,International Series,Outdoor,Clay,The Final,3,Puerta M.,Monaco J.,59,100,,,6,4,6,1,,,,,,,2,0,Completed,1.53,2.37,1.6,2.3,1.6,2.3,1.6,2,1.595,2.48
22,Valencia,Open de Tenis Comunidad Valenciana,04/04/2005,International,Outdoor,Clay,1st Round,3,Andreev I.,Vicente F.,47,163,,,6,4,7,5,,,,,,,2,0,Completed,1.25,3.5,1.33,3.2,1.28,3.46,1.3,2.9,1.403,3.13
22,Valencia,Open de Tenis Comunidad Valenciana,04/04/2005,International,Outdoor,Clay,1st Round,3,Koubek S.,Matos-Gil I.,75,512,,,6,1,6,3,,,,,,,2,0,Completed,,,,,,,,,,
22,Valencia,Open de Tenis Comunidad Valenciana,04/04/2005,International,Outdoor,Clay,1st Round,3,Kuerten G.,Rochus O.,88,39,,,6,2,6,4,,,,,,,2,0,Completed,,,2.3,1.6,2.45,1.5,,,2.34,1.649
22,Valencia,Open de Tenis Comunidad Valenciana,04/04/2005,International,Outdoor,Clay,1st Round,3,Gonzalez F.,Phau B.,26,101,,,6,3,7,6,,,,,,,2,0,Completed,1.07,7,1.1,6.5,1.13,5.5,1.1,5,1.091,9
22,Valencia,Open de Tenis Comunidad Valenciana,04/04/2005,International,Outdoor,Clay,1st Round,3,Labadze I.,Karlovic I.,131,60,,,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,,,
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Luzzi F.,Corretja A.,193,133,,,7,6,7,6,,,,,,,2,0,Completed,2,1.72,2,1.77,1.95,1.8,1.8,1.8,,
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Mantilla F.,Hernandez O.,85,89,,,6,0,6,2,,,,,,,2,0,Completed,1.39,2.75,1.4,2.85,1.45,2.6,1.4,2.5,1.407,3.11
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Dupuis A.,Djokovic N.,114,160,,,6,4,7,5,,,,,,,2,0,Completed,3,1.33,,,3.1,1.35,2.5,1.4,,
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Navarro-Pastor I.,Carlsen K.,204,55,,,6,4,6,3,,,,,,,2,0,Completed,,,,,,,1.6,2,,
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Martin A.,Montanes A.,56,62,,,6,7,6,4,6,2,,,,,2,1,Completed,1.66,2.1,1.83,1.93,1.7,2.1,1.8,1.8,1.893,1.926
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Kohlschreiber P.,80,67,,,6,4,6,2,,,,,,,2,0,Completed,1.44,2.62,1.5,2.55,1.5,2.45,1.5,2.2,1.433,3.01
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Costa A.,Davydenko N.,57,15,,,7,6,1,6,6,3,,,,,2,1,Completed,2.37,1.53,2.3,1.6,2.45,1.5,2.2,1.5,2.47,1.599
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Verdasco F.,Berrer M.,45,242,,,6,1,6,1,,,,,,,2,0,Completed,,,1.1,6.5,,,1.15,4,,
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Ferrer D.,Benneteau J.,32,103,,,6,4,6,1,,,,,,,2,0,Completed,1.25,3.5,1.22,4.1,1.28,3.46,1.25,3.2,1.23,4.64
22,Valencia,Open de Tenis Comunidad Valenciana,04/05/2005,International,Outdoor,Clay,1st Round,3,Starace P.,Calatrava A.,61,81,,,7,5,7,5,,,,,,,2,0,Completed,1.44,2.62,1.5,2.55,1.5,2.45,1.45,2.35,1.444,2.95
22,Valencia,Open de Tenis Comunidad Valenciana,04/06/2005,International,Outdoor,Clay,1st Round,3,Nadal R.,Ferrero J.C.,17,68,,,6,2,6,1,,,,,,,2,0,Completed,1.61,2.2,1.78,2,1.75,2.05,1.6,2,1.73,2.17
22,Valencia,Open de Tenis Comunidad Valenciana,04/06/2005,International,Outdoor,Clay,2nd Round,3,Gonzalez F.,Mantilla F.,26,85,,,6,4,6,1,,,,,,,2,0,Completed,1.44,2.62,1.45,2.7,1.5,2.45,1.45,2.35,1.526,2.7
22,Valencia,Open de Tenis Comunidad Valenciana,04/06/2005,International,Outdoor,Clay,2nd Round,3,Costa A.,Koubek S.,57,75,,,6,4,6,2,,,,,,,2,0,Completed,1.36,3,1.33,3.2,1.3,3.35,1.3,2.9,1.333,3.55
22,Valencia,Open de Tenis Comunidad Valenciana,04/06/2005,International,Outdoor,Clay,2nd Round,3,Navarro-Pastor I.,Dupuis A.,204,114,,,1,6,6,4,6,3,,,,,2,1,Completed,1.9,1.8,1.83,1.93,1.75,2,1.7,1.9,,
22,Valencia,Open de Tenis Comunidad Valenciana,04/06/2005,International,Outdoor,Clay,2nd Round,3,Verdasco F.,Luzzi F.,45,193,,,6,2,6,0,,,,,,,2,0,Completed,1.1,6.5,1.08,7,1.1,6.25,1.15,4,1.108,8
22,Valencia,Open de Tenis Comunidad Valenciana,04/07/2005,International,Outdoor,Clay,2nd Round,3,Andreev I.,Starace P.,47,61,,,7,5,6,1,,,,,,,2,0,Completed,1.53,2.37,1.48,2.6,1.37,2.92,1.65,1.95,1.444,2.95
22,Valencia,Open de Tenis Comunidad Valenciana,04/07/2005,International,Outdoor,Clay,2nd Round,3,Martin A.,Kuerten G.,56,88,,,6,2,6,0,,,,,,,2,0,Completed,2.37,1.53,2.35,1.57,2.3,1.6,2,1.6,2.94,1.457
22,Valencia,Open de Tenis Comunidad Valenciana,04/07/2005,International,Outdoor,Clay,2nd Round,3,Nadal R.,Garcia-Lopez G.,17,80,,,6,1,6,4,,,,,,,2,0,Completed,1.06,8,1.06,8,1.1,6.75,1.1,5,1.07,11.47
22,Valencia,Open de Tenis Comunidad Valenciana,04/07/2005,International,Outdoor,Clay,2nd Round,3,Ferrer D.,Labadze I.,32,131,,,6,3,6,4,,,,,,,2,0,Completed,,,,,,,1.25,3.2,1.19,5.15
22,Valencia,Open de Tenis Comunidad Valenciana,04/08/2005,International,Outdoor,Clay,Quarterfinals,3,Navarro-Pastor I.,Gonzalez F.,204,26,,,6,7,6,4,6,4,,,,,2,1,Completed,5.5,1.12,7,1.08,6.25,1.1,4,1.15,7.8,1.111
22,Valencia,Open de Tenis Comunidad Valenciana,04/08/2005,International,Outdoor,Clay,Quarterfinals,3,Andreev I.,Nadal R.,47,17,,,7,5,6,2,,,,,,,2,0,Completed,5.5,1.12,5.5,1.14,6.75,1.1,4,1.15,7.1,1.125
22,Valencia,Open de Tenis Comunidad Valenciana,04/09/2005,International,Outdoor,Clay,Quarterfinals,3,Ferrer D.,Martin A.,32,56,,,6,1,6,4,,,,,,,2,0,Completed,1.66,2.1,1.7,2.1,1.7,2.1,1.55,2.1,1.613,2.43
22,Valencia,Open de Tenis Comunidad Valenciana,04/09/2005,International,Outdoor,Clay,Quarterfinals,3,Costa A.,Verdasco F.,57,45,,,6,7,7,5,6,1,,,,,2,1,Completed,2.75,1.39,2.85,1.4,2.85,1.4,2.5,1.4,3.05,1.417
22,Valencia,Open de Tenis Comunidad Valenciana,04/09/2005,International,Outdoor,Clay,Semifinals,3,Andreev I.,Navarro-Pastor I.,47,204,,,7,6,6,2,,,,,,,2,0,Completed,1.36,3,1.28,3.55,1.35,3.1,1.3,2.9,1.339,1.55
22,Valencia,Open de Tenis Comunidad Valenciana,04/09/2005,International,Outdoor,Clay,Semifinals,3,Ferrer D.,Costa A.,32,57,,,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,,,,,,,1.444,2.95
22,Valencia,Open de Tenis Comunidad Valenciana,04/10/2005,International,Outdoor,Clay,The Final,3,Andreev I.,Ferrer D.,47,32,,,6,3,5,7,6,3,,,,,2,1,Completed,2.2,1.61,2.15,1.68,2,1.75,2.1,1.55,2.27,1.68
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Ascione T.,Beck K.,135,41,,,6,3,7,5,,,,,,,2,0,Completed,,,1.55,2.4,1.53,2.4,,,1.595,2.48
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Ferrero J.C.,Karlovic I.,69,63,,,6,4,6,1,,,,,,,2,0,Completed,1.16,4.5,1.16,5,1.15,5.2,1.15,4,1.167,5.6
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Saulnier C.,Srichaphan P.,52,34,,,6,2,6,4,,,,,,,2,0,Completed,1.61,2.2,1.55,2.4,1.48,2.53,1.4,2.5,1.562,2.58
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Novak J.,Mirnyi M.,24,43,,,3,6,6,4,6,3,,,,,2,1,Completed,1.44,2.62,1.42,2.8,1.42,2.75,1.4,2.5,1.448,2.93
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Mantilla F.,Johansson J.,82,11,,,2,6,6,3,6,3,,,,,2,1,Completed,1.44,2.62,1.37,3,1.37,2.92,,,1.402,3.14
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Malisse X.,Chela J.I.,38,29,,,6,2,7,5,,,,,,,2,0,Completed,2.75,1.39,2.85,1.4,2.92,1.37,2.35,1.45,2.95,1.444
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Coria G.,Mathieu P.H.,9,75,,,6,2,7,5,,,,,,,2,0,Completed,1.12,5.5,1.12,6,1.1,6.25,1.15,4,1.132,6.75
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Hanescu V.,Calleri A.,99,88,,,6,2,6,3,,,,,,,2,0,Completed,2.62,1.44,2.4,1.55,2.4,1.53,2.35,1.45,2.59,1.559
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Gaudio G.,Rochus C.,6,65,,,7,6,6,2,,,,,,,2,0,Completed,1.08,7,1.1,6.5,1.1,6.25,1.1,5,1.074,11
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Gasquet R.,Garcia-Lopez G.,101,79,,,6,2,6,0,,,,,,,2,0,Completed,1.39,2.75,1.42,2.8,1.44,2.67,1.45,2.35,1.375,3.27
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Stepanek R.,Spadea V.,23,33,,,6,0,7,5,,,,,,,2,0,Completed,1.66,2.1,1.57,2.35,1.7,2.1,1.7,1.9,1.658,2.32
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Kiefer N.,Schuettler R.,31,36,,,6,2,2,6,6,1,,,,,2,1,Completed,2,1.72,2.1,1.7,2.05,1.75,1.8,1.8,2.27,1.68
23,Monte Carlo,Monte Carlo Masters,04/11/2005,Masters,Outdoor,Clay,1st Round,3,Nadal R.,Monfils G.,17,106,,,6,3,6,2,,,,,,,2,0,Completed,1.1,6.5,1.1,6.5,1.1,6.25,1.1,5,1.095,8.75
23,Monte Carlo,Monte Carlo Masters,04/12/2005,Masters,Outdoor,Clay,1st Round,3,Martin A.,Starace P.,57,60,,,6,3,7,5,,,,,,,2,0,Completed,1.44,2.62,1.55,2.4,1.55,2.35,1.45,2.35,1.625,2.4
23,Monte Carlo,Monte Carlo Masters,04/12/2005,Masters,Outdoor,Clay,1st Round,3,Ancic M.,Kuerten G.,20,86,,,7,5,6,2,,,,,,,2,0,Completed,2.1,1.66,2.15,1.67,2.1,1.7,2,1.6,2.09,1.775
23,Monte Carlo,Monte Carlo Masters,04/12/2005,Masters,Outdoor,Clay,1st Round,3,Rochus O.,Ljubicic I.,42,12,,,6,2,6,2,,,,,,,2,0,Completed,3.5,1.28,3.55,1.28,3.1,1.35,2.9,1.3,3.61,1.327
23,Monte Carlo,Monte Carlo Masters,04/12/2005,Masters,Outdoor,Clay,1st Round,3,Berdych T.,Horna L.,50,47,,,4,6,7,6,7,6,,,,,2,1,Completed,,,1.67,2.15,1.67,2.12,1.65,1.95,1.629,2.39
23,Monte Carlo,Monte Carlo Masters,04/12/2005,Masters,Outdoor,Clay,1st Round,3,Mayer F.,Benneteau J.,46,104,,,6,3,6,3,,,,,,,2,0,Completed,1.39,2.75,1.37,3,1.45,2.6,1.4,2.5,1.474,2.84
23,Monte Carlo,Monte Carlo Masters,04/12/2005,Masters,Outdoor,Clay,1st Round,3,Ferrer D.,Hrbaty D.,28,22,,,6,4,6,3,,,,,,,2,0,Completed,1.5,2.5,1.45,2.7,1.5,2.45,1.55,2.1,1.5,2.75
