ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Monfils G.,Young D.,35,104,918,461,6,1,6,1,,,,,,,2,0,Completed,1.22,4,1.3,3.55,1.286,3.5,1.323,3.8,1.25,3.75
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Serra F.,Becker B.,84,109,507,443,4,6,7,6,6,4,,,,,2,1,Completed,2.5,1.5,2.4,1.6,2.25,1.571,2.3,1.714,2.18,1.65
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Gasquet R.,Llodra M.,11,36,1545,911,3,6,6,1,1,0,,,,,1,1,Retired,1.14,5,1.2,4.55,1.2,4.333,1.211,5.34,1.18,4.7
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Clement A.,Johansson T.,70,60,582,681,7,6,6,7,6,3,,,,,2,1,Completed,2,1.72,2,1.8,1.833,1.833,1.962,1.943,1.88,1.88
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Isner J.,Stoppini A.,107,234,451,159,7,6,6,3,,,,,,,2,0,Completed,1.36,3,1.38,3.07,1.4,2.75,1.426,3.15,1.42,2.8
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Moya C.,Tipsarevic J.,41,43,870,863,7,6,7,5,,,,,,,2,0,Completed,3,1.36,2.89,1.42,2.75,1.4,2.96,1.463,2.77,1.43
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Guccione C.,Levine J.,91,108,493,449,6,3,6,4,,,,,,,2,0,Completed,2.2,1.61,2.15,1.7,2,1.727,2.14,1.806,2.22,1.64
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Lapentti N.,Cilic M.,89,32,494,970,7,6,6,2,,,,,,,2,0,Completed,5.5,1.12,5.6,1.15,5,1.143,5.66,1.194,5,1.16
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Verdasco F.,Estrella V.,12,243,1400,149,6,3,7,5,,,,,,,2,0,Completed,1.05,9,1.05,9.5,1.083,7,1.08,11,1.07,8
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Bolelli S.,Anderson K.,50,117,815,422,6,3,7,6,,,,,,,2,0,Completed,1.66,2.1,1.75,2.05,1.727,2,1.82,2.12,1.7,2.1
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,1st Round,3,Simon G.,Ram R.,14,200,1390,200,7,6,6,4,,,,,,,2,0,Completed,,,,,,,,,,
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,1st Round,3,Andreev I.,Stepanek R.,24,20,1100,1240,7,6,6,7,7,6,,,,,2,1,Completed,2.5,1.5,2.55,1.5,2.2,1.615,2.56,1.602,2.52,1.5
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,2nd Round,3,Soderling R.,Robredo T.,45,16,850,1315,7,6,6,4,,,,,,,2,0,Completed,1.44,2.62,1.5,2.65,1.5,2.5,1.493,2.83,1.47,2.6
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,2nd Round,3,Federer R.,Ginepri R.,1,64,6605,665,6,7,7,6,6,0,,,,,2,1,Completed,1.04,10,1.05,9.5,1.05,8.5,1.096,9.4,1.06,9
47,Cincinnati,Western & Southern Financial Group Masters,07/29/2008,Masters,Outdoor,Hard,2nd Round,3,Karlovic I.,Acasuso J.,22,48,1110,833,6,3,7,6,,,,,,,2,0,Completed,1.44,2.62,1.5,2.55,1.444,2.625,1.485,2.86,1.5,2.52
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Jun W.S.,37,252,910,145,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,,,
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Blake J.,Simon G.,8,14,1980,1390,6,4,6,3,,,,,,,2,0,Completed,1.53,2.37,1.5,2.55,1.571,2.25,1.585,2.61,1.47,2.6
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Gulbis E.,Clement A.,53,70,782,582,6,4,3,6,7,6,,,,,2,1,Completed,1.28,3.5,1.3,3.55,1.3,3.4,1.377,3.45,1.3,3.4
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Lapentti N.,Ferrer D.,89,4,494,2945,7,6,3,6,6,3,,,,,2,1,Completed,6,1.11,5,1.2,5.5,1.125,5.57,1.197,5.25,1.14
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Murray A.,Querrey S.,9,46,1835,849,7,6,6,1,,,,,,,2,0,Completed,1.16,4.5,1.25,4.15,1.222,4,1.267,4.44,1.23,4
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Seppi A.,Berdych T.,39,21,895,1205,5,7,7,5,7,5,,,,,2,1,Completed,3.4,1.3,3.3,1.35,3,1.364,3.53,1.366,1.57,2.34
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Djokovic N.,Bolelli S.,3,50,5055,815,7,6,7,6,,,,,,,2,0,Completed,1.07,7.5,1.1,6.25,1.083,7,1.138,7.55,1.09,7
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Haas T.,Monfils G.,42,35,865,918,5,1,,,,,,,,,0,0,Retired,1.5,2.5,1.54,2.51,1.533,2.375,1.549,2.72,1.44,2.72
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Andreev I.,Isner J.,24,107,1100,451,3,6,7,6,7,5,,,,,2,1,Completed,1.38,2.87,1.42,2.89,1.364,3,1.465,2.95,1.37,3
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Verdasco F.,Guccione C.,12,91,1400,493,7,6,7,6,,,,,,,2,0,Completed,1.33,3.25,1.35,3.2,1.333,3.25,1.403,3.28,1.38,2.95
47,Cincinnati,Western & Southern Financial Group Masters,07/30/2008,Masters,Outdoor,Hard,2nd Round,3,Tursunov D.,Gasquet R.,34,11,928,1545,7,6,6,0,,,,,,,2,0,Completed,2.25,1.57,2.12,1.73,2.2,1.615,2.29,1.719,2.2,1.64
47,Cincinnati,Western & Southern Financial Group Masters,07/31/2008,Masters,Outdoor,Hard,2nd Round,3,Nadal R.,Serra F.,2,84,6305,507,6,0,6,1,,,,,,,2,0,Completed,1.01,15,1.02,13.5,1.02,11,1.025,28.5,1.01,20
47,Cincinnati,Western & Southern Financial Group Masters,07/31/2008,Masters,Outdoor,Hard,2nd Round,3,Moya C.,Davydenko N.,41,5,870,2925,7,6,4,6,6,2,,,,,2,1,Completed,4.33,1.2,3.55,1.3,3.5,1.286,4.22,1.284,3.55,1.28
47,Cincinnati,Western & Southern Financial Group Masters,07/31/2008,Masters,Outdoor,Hard,3rd Round,3,Gulbis E.,Blake J.,53,8,782,1980,6,4,1,6,6,3,,,,,2,1,Completed,2.37,1.53,2.57,1.51,2.5,1.5,2.53,1.613,2.52,1.5
47,Cincinnati,Western & Southern Financial Group Masters,07/31/2008,Masters,Outdoor,Hard,3rd Round,3,Kohlschreiber P.,Soderling R.,37,45,910,850,7,6,5,7,7,6,,,,,2,1,Completed,2.62,1.44,2.51,1.54,2.25,1.571,2.72,1.549,2.35,1.57
47,Cincinnati,Western & Southern Financial Group Masters,07/31/2008,Masters,Outdoor,Hard,3rd Round,3,Djokovic N.,Seppi A.,3,39,5055,895,6,1,6,2,,,,,,,2,0,Completed,1.1,6.5,1.1,6.75,1.111,6,1.159,6.7,1.13,5.6
47,Cincinnati,Western & Southern Financial Group Masters,07/31/2008,Masters,Outdoor,Hard,3rd Round,3,Murray A.,Tursunov D.,9,34,1835,928,6,3,6,3,,,,,,,2,0,Completed,1.36,3,1.4,3,1.364,3,1.402,3.29,1.37,3
47,Cincinnati,Western & Southern Financial Group Masters,07/31/2008,Masters,Outdoor,Hard,3rd Round,3,Karlovic I.,Federer R.,22,1,1110,6605,7,6,4,6,7,6,,,,,2,1,Completed,5.5,1.12,4.55,1.2,5,1.143,5.4,1.208,4.8,1.17
47,Cincinnati,Western & Southern Financial Group Masters,07/31/2008,Masters,Outdoor,Hard,3rd Round,3,Moya C.,Andreev I.,41,24,870,1100,6,4,7,6,,,,,,,2,0,Completed,2.5,1.5,,,2.625,1.444,,,,
47,Cincinnati,Western & Southern Financial Group Masters,07/31/2008,Masters,Outdoor,Hard,3rd Round,3,Lapentti N.,Verdasco F.,89,12,494,1400,6,3,7,5,,,,,,,2,0,Completed,3.25,1.33,3.05,1.4,3,1.364,3.19,1.418,2.85,1.4
47,Cincinnati,Western & Southern Financial Group Masters,08/01/2008,Masters,Outdoor,Hard,3rd Round,3,Nadal R.,Haas T.,2,42,6305,865,6,4,7,6,,,,,,,2,0,Completed,1.06,8,1.09,7.33,1.083,7,1.119,8.6,1.08,8
47,Cincinnati,Western & Southern Financial Group Masters,08/01/2008,Masters,Outdoor,Hard,Quarterfinals,3,Murray A.,Moya C.,9,41,1835,870,2,6,6,3,6,1,,,,,2,1,Completed,1.16,5,1.2,4.55,1.2,4.333,1.211,5.34,1.18,4.6
47,Cincinnati,Western & Southern Financial Group Masters,08/01/2008,Masters,Outdoor,Hard,Quarterfinals,3,Karlovic I.,Kohlschreiber P.,22,37,1110,910,7,6,7,6,,,,,,,2,0,Completed,1.61,2.25,1.55,2.5,1.571,2.25,1.629,2.49,1.67,2.15
47,Cincinnati,Western & Southern Financial Group Masters,08/01/2008,Masters,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Gulbis E.,3,53,5055,782,6,3,6,4,,,,,,,2,0,Completed,1.2,4.5,1.2,4.55,1.2,4.333,1.235,4.85,1.2,4.35
47,Cincinnati,Western & Southern Financial Group Masters,08/02/2008,Masters,Outdoor,Hard,Quarterfinals,3,Nadal R.,Lapentti N.,2,89,6305,494,7,6,6,1,,,,,,,2,0,Completed,1.02,13,1.05,10.5,1.03,10,1.038,21,1.03,12
47,Cincinnati,Western & Southern Financial Group Masters,08/02/2008,Masters,Outdoor,Hard,Semifinals,3,Murray A.,Karlovic I.,9,22,1835,1110,6,4,6,4,,,,,,,2,0,Completed,1.44,2.75,1.5,2.55,1.444,2.625,1.556,2.7,1.46,2.64
47,Cincinnati,Western & Southern Financial Group Masters,08/03/2008,Masters,Outdoor,Hard,Semifinals,3,Djokovic N.,Nadal R.,3,2,5055,6305,6,1,7,5,,,,,,,2,0,Completed,2.75,1.44,2.9,1.4,2.5,1.5,2.78,1.524,2.52,1.5
47,Cincinnati,Western & Southern Financial Group Masters,08/03/2008,Masters,Outdoor,Hard,The Final,3,Murray A.,Djokovic N.,9,3,1835,5055,7,6,7,6,,,,,,,2,0,Completed,3.4,1.33,3.3,1.35,3,1.36,3.45,1.377,2.95,1.38
48,Los Angeles,Countrywide Classic,08/04/2008,International,Outdoor,Hard,1st Round,3,Gremelmayr D.,Fognini F.,89,69,506,604,6,4,6,2,,,,,,,2,0,Completed,2.5,1.5,2.4,1.6,2.25,1.571,2.52,1.617,2.44,1.53
48,Los Angeles,Countrywide Classic,08/04/2008,International,Outdoor,Hard,1st Round,3,Serra F.,Golubev A.,75,163,542,270,6,4,6,1,,,,,,,2,0,Completed,1.53,2.37,1.65,2.25,1.615,2.2,1.625,2.5,1.58,2.32
48,Los Angeles,Countrywide Classic,08/04/2008,International,Outdoor,Hard,1st Round,3,Gicquel M.,Fleishman Z.,49,437,829,67,6,3,6,0,,,,,,,2,0,Completed,1.16,4.5,1.22,4.33,1.2,4.333,1.235,4.85,1.2,4.3
48,Los Angeles,Countrywide Classic,08/05/2008,International,Outdoor,Hard,1st Round,3,Fish M.,Falla A.,43,121,860,414,6,2,6,2,,,,,,,2,0,Completed,1.33,3.25,1.34,3.28,1.333,3.25,1.377,3.45,1.36,3.05
48,Los Angeles,Countrywide Classic,08/05/2008,International,Outdoor,Hard,1st Round,3,Stoppini A.,Kunitsyn I.,221,87,172,514,6,1,6,3,,,,,,,2,0,Completed,2.75,1.4,2.55,1.5,2.5,1.5,2.83,1.493,2.52,1.5
48,Los Angeles,Countrywide Classic,08/05/2008,International,Outdoor,Hard,1st Round,3,Odesnik W.,Reynolds B.,103,91,452,492,4,6,6,1,6,4,,,,,2,1,Completed,2.87,1.38,2.89,1.42,2.75,1.4,3.24,1.41,3.1,1.35
48,Los Angeles,Countrywide Classic,08/05/2008,International,Outdoor,Hard,1st Round,3,Vemic D.,Warburg S.,178,139,229,329,3,6,7,6,6,4,,,,,2,1,Completed,2.25,1.57,2.25,1.65,2.2,1.615,2.6,1.588,2.32,1.58
48,Los Angeles,Countrywide Classic,08/05/2008,International,Outdoor,Hard,1st Round,3,Spadea V.,Grosjean S.,100,68,457,614,6,3,3,6,6,3,,,,,2,1,Completed,1.66,2.1,1.7,2.15,1.667,2.1,1.735,2.26,1.63,2.22
48,Los Angeles,Countrywide Classic,08/05/2008,International,Outdoor,Hard,1st Round,3,Delic A.,Sela D.,137,76,333,542,6,4,6,4,,,,,,,2,0,Completed,1.9,1.8,2.07,1.76,2,1.727,2.12,1.82,1.96,1.8
48,Los Angeles,Countrywide Classic,08/05/2008,International,Outdoor,Hard,1st Round,3,Safin M.,Isner J.,44,133,855,346,6,3,6,4,,,,,,,2,0,Completed,1.53,2.37,1.55,2.45,1.5,2.5,1.613,2.53,1.5,2.52
48,Los Angeles,Countrywide Classic,08/06/2008,International,Outdoor,Hard,1st Round,3,Young D.,Haas T.,99,40,461,890,6,2,6,4,,,,,,,2,0,Completed,6,1.11,6.35,1.12,5.5,1.125,7.45,1.14,7,1.08
48,Los Angeles,Countrywide Classic,08/06/2008,International,Outdoor,Hard,1st Round,3,Moya C.,Malisse X.,30,157,970,293,6,2,1,6,7,6,,,,,2,1,Completed,1.38,2.87,1.42,2.89,1.4,2.75,1.408,3.25,1.36,3.05
48,Los Angeles,Countrywide Classic,08/06/2008,International,Outdoor,Hard,2nd Round,3,Gremelmayr D.,Lopez F.,89,26,506,1040,7,5,7,5,,,,,,,2,0,Completed,3.5,1.28,3.3,1.35,3.5,1.286,3.76,1.327,3.4,1.3
48,Los Angeles,Countrywide Classic,08/06/2008,International,Outdoor,Hard,2nd Round,3,Serra F.,Verdasco F.,75,12,542,1385,6,2,7,6,,,,,,,2,0,Completed,3.5,1.28,3.17,1.36,3.75,1.25,3.66,1.35,3.4,1.3
48,Los Angeles,Countrywide Classic,08/06/2008,International,Outdoor,Hard,2nd Round,3,Fish M.,Spadea V.,43,100,860,457,6,7,6,1,6,0,,,,,2,1,Completed,1.44,2.62,1.5,2.65,1.5,2.5,1.546,2.73,1.5,2.52
48,Los Angeles,Countrywide Classic,08/07/2008,International,Outdoor,Hard,2nd Round,3,Safin M.,Odesnik W.,44,103,855,452,6,3,6,2,,,,,,,2,0,Completed,1.22,4,1.25,3.8,1.222,4,1.312,3.91,1.25,3.8
48,Los Angeles,Countrywide Classic,08/07/2008,International,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Stoppini A.,24,221,1090,172,6,4,6,2,,,,,,,2,0,Completed,1.16,4.5,1.2,4.55,1.25,3.75,1.24,4.76,1.25,3.8
48,Los Angeles,Countrywide Classic,08/07/2008,International,Outdoor,Hard,2nd Round,3,Gicquel M.,Young D.,49,99,829,461,6,3,6,3,,,,,,,2,0,Completed,1.44,2.62,1.42,2.89,1.533,2.375,1.51,2.81,1.43,2.75
48,Los Angeles,Countrywide Classic,08/07/2008,International,Outdoor,Hard,2nd Round,3,Delic A.,Moya C.,137,30,333,970,6,2,6,7,7,6,,,,,2,1,Completed,3,1.36,2.9,1.4,3,1.364,3.02,1.45,3.1,1.35
48,Los Angeles,Countrywide Classic,08/08/2008,International,Outdoor,Hard,2nd Round,3,Roddick A.,Vemic D.,9,178,1865,229,6,2,6,2,,,,,,,2,0,Completed,1.04,10,1.07,8.4,1.063,8,1.074,11.5,1.07,8
48,Los Angeles,Countrywide Classic,08/08/2008,International,Outdoor,Hard,Quarterfinals,3,Fish M.,Serra F.,43,75,860,542,6,4,6,4,,,,,,,2,0,Completed,1.36,3,1.49,2.65,1.4,2.75,1.433,3.11,1.42,2.76
48,Los Angeles,Countrywide Classic,08/08/2008,International,Outdoor,Hard,Quarterfinals,3,Gremelmayr D.,Safin M.,89,44,506,855,3,6,6,3,6,2,,,,,2,1,Completed,3.75,1.25,3.28,1.34,3.75,1.25,3.61,1.356,3.8,1.25
48,Los Angeles,Countrywide Classic,08/08/2008,International,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Delic A.,24,137,1090,333,7,6,6,2,,,,,,,2,0,Completed,1.28,3.5,1.35,3.3,1.286,3.5,1.353,3.63,1.36,3.05
48,Los Angeles,Countrywide Classic,08/09/2008,International,Outdoor,Hard,Quarterfinals,3,Roddick A.,Gicquel M.,9,49,1865,829,6,3,6,1,,,,,,,2,0,Completed,1.16,4.5,1.19,4.76,1.143,5,1.238,4.8,1.18,4.6
48,Los Angeles,Countrywide Classic,08/09/2008,International,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Fish M.,24,43,1090,860,6,2,6,1,,,,,,,2,0,Completed,1.53,2.37,1.65,2.25,1.615,2.2,1.629,2.49,1.57,2.34
48,Los Angeles,Countrywide Classic,08/10/2008,International,Outdoor,Hard,Semifinals,3,Roddick A.,Gremelmayr D.,9,89,1865,506,6,2,6,2,,,,,,,2,0,Completed,1.11,6,1.14,5.77,1.143,5,1.179,6.1,1.14,5.5
48,Los Angeles,Countrywide Classic,08/10/2008,International,Outdoor,Hard,The Final,3,Del Potro J.M.,Roddick A.,24,9,1090,1865,6,1,7,6,,,,,,,2,0,Completed,2.75,1.44,2.72,1.47,2.75,1.4,2.83,1.493,2.67,1.45
49,Washington,Legg Mason Classic,08/10/2008,International Gold,Outdoor,Hard,1st Round,3,Mahut N.,Odesnik W.,81,119,526,417,4,6,6,4,6,4,,,,,2,1,Completed,1.53,2.37,,,1.533,2.375,,,,
49,Washington,Legg Mason Classic,08/11/2008,International Gold,Outdoor,Hard,1st Round,3,Devvarman S.,Dent T.,314,N/A,109,N/A,7,6,2,6,6,1,,,,,2,1,Completed,1.44,2.62,1.4,3,1.5,2.5,1.461,2.97,1.4,2.85
49,Washington,Legg Mason Classic,08/11/2008,International Gold,Outdoor,Hard,1st Round,3,Sela D.,Spadea V.,78,97,542,462,7,6,6,3,,,,,,,2,0,Completed,2.1,1.66,2.1,1.75,2.1,1.667,2.23,1.752,2.18,1.65
49,Washington,Legg Mason Classic,08/11/2008,International Gold,Outdoor,Hard,1st Round,3,Serra F.,Ignatik U.,70,421,582,69,7,6,6,3,,,,,,,2,0,Completed,1.14,5,1.2,4.55,1.222,4,1.22,5.15,1.15,5.1
49,Washington,Legg Mason Classic,08/11/2008,International Gold,Outdoor,Hard,1st Round,3,Haas T.,De Voest R.,48,153,835,300,6,4,4,6,6,1,,,,,2,1,Completed,1.11,6,1.15,5.6,1.167,4.5,1.2,5.5,1.14,5.3
49,Washington,Legg Mason Classic,08/11/2008,International Gold,Outdoor,Hard,1st Round,3,Reynolds B.,Gicquel M.,88,45,492,850,7,6,3,6,6,4,,,,,2,1,Completed,2.37,1.53,2.55,1.5,2.25,1.571,2.43,1.654,2.5,1.51
49,Washington,Legg Mason Classic,08/12/2008,International Gold,Outdoor,Hard,1st Round,3,Isner J.,Granollers M.,134,53,346,751,6,3,6,7,7,6,,,,,2,1,Completed,1.36,3,1.4,3,1.4,2.75,1.4,3.3,1.32,3.3
49,Washington,Legg Mason Classic,08/12/2008,International Gold,Outdoor,Hard,1st Round,3,Young D.,Horna L.,99,87,461,494,6,3,6,1,,,,,,,2,0,Completed,1.57,2.25,1.73,2.12,1.667,2.1,1.699,2.33,1.63,2.22
49,Washington,Legg Mason Classic,08/12/2008,International Gold,Outdoor,Hard,1st Round,3,Troicki V.,Gremelmayr D.,93,71,473,576,6,4,6,2,,,,,,,2,0,Completed,1.66,2.1,1.73,2.12,1.8,1.909,1.82,2.12,1.82,1.94
49,Washington,Legg Mason Classic,08/12/2008,International Gold,Outdoor,Hard,1st Round,3,Falla A.,Fish M.,122,40,394,895,5,7,6,4,6,2,,,,,2,1,Completed,5,1.14,4.55,1.2,4,1.222,5.5,1.2,4.8,1.17
49,Washington,Legg Mason Classic,08/12/2008,International Gold,Outdoor,Hard,1st Round,3,Kunitsyn I.,Zverev M.,84,104,514,448,6,7,6,4,6,2,,,,,2,1,Completed,1.9,1.8,1.83,1.98,1.833,1.833,1.901,2.01,1.9,1.86
49,Washington,Legg Mason Classic,08/12/2008,International Gold,Outdoor,Hard,1st Round,3,Kendrick R.,Lopez F.,114,25,421,1040,6,3,7,5,,,,,,,2,0,Completed,3,1.36,3,1.4,3,1.364,3.05,1.444,2.85,1.4
49,Washington,Legg Mason Classic,08/12/2008,International Gold,Outdoor,Hard,1st Round,3,Fognini F.,Safin M.,82,43,519,855,7,5,,,,,,,,,1,0,Retired,4.5,1.16,4.55,1.2,4,1.222,4.7,1.244,4.35,1.2
49,Washington,Legg Mason Classic,08/12/2008,International Gold,Outdoor,Hard,1st Round,3,Schwank E.,Grosjean S.,56,68,729,594,6,3,4,6,6,3,,,,,2,1,Completed,1.83,1.83,1.9,1.9,1.833,1.833,2.04,1.877,1.88,1.88
49,Washington,Legg Mason Classic,08/13/2008,International Gold,Outdoor,Hard,1st Round,3,Roddick A.,Delgado R.,9,293,1860,118,6,3,7,6,,,,,,,2,0,Completed,1.04,10,1.05,10.5,1.063,8,1.074,11.5,1.06,9
49,Washington,Legg Mason Classic,08/13/2008,International Gold,Outdoor,Hard,1st Round,3,Del Potro J.M.,Levine J.,19,105,1260,444,6,2,6,3,,,,,,,2,0,Completed,1.16,4.5,1.19,4.76,1.222,4,1.226,5.03,1.2,4.3
49,Washington,Legg Mason Classic,08/13/2008,International Gold,Outdoor,Hard,2nd Round,3,Falla A.,Serra F.,122,70,394,582,7,6,7,6,,,,,,,2,0,Completed,2.25,1.57,2.2,1.65,2.25,1.571,2.4,1.667,2.28,1.6
49,Washington,Legg Mason Classic,08/13/2008,International Gold,Outdoor,Hard,2nd Round,3,Haas T.,Mahut N.,48,81,835,526,7,6,6,3,,,,,,,2,0,Completed,1.44,2.62,1.45,2.7,1.444,2.625,1.526,2.77,1.42,2.8
49,Washington,Legg Mason Classic,08/13/2008,International Gold,Outdoor,Hard,2nd Round,3,Isner J.,Young D.,134,99,346,461,6,4,7,6,,,,,,,2,0,Completed,1.57,2.25,1.6,2.4,1.667,2.1,1.654,2.43,1.56,2.37
49,Washington,Legg Mason Classic,08/14/2008,International Gold,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Sela D.,19,78,1260,542,6,0,5,7,6,2,,,,,2,1,Completed,1.16,4.5,1.2,4.55,1.222,4,1.235,4.85,1.2,4.35
49,Washington,Legg Mason Classic,08/14/2008,International Gold,Outdoor,Hard,2nd Round,3,Troicki V.,Reynolds B.,93,88,473,492,6,4,1,6,6,4,,,,,2,1,Completed,1.66,2.1,1.75,2.1,1.667,2.1,1.714,2.3,1.68,2.13
49,Washington,Legg Mason Classic,08/14/2008,International Gold,Outdoor,Hard,2nd Round,3,Roddick A.,Schwank E.,9,56,1860,729,4,6,6,4,7,6,,,,,2,1,Completed,1.11,6,1.15,5.6,1.125,5.5,1.167,6.4,1.12,5.85
49,Washington,Legg Mason Classic,08/15/2008,International Gold,Outdoor,Hard,2nd Round,3,Devvarman S.,Kendrick R.,314,114,109,421,6,2,6,7,7,5,,,,,2,1,Completed,2,1.72,2.05,1.8,2,1.727,2.18,1.781,2,1.77
49,Washington,Legg Mason Classic,08/15/2008,International Gold,Outdoor,Hard,2nd Round,3,Kunitsyn I.,Fognini F.,84,82,514,519,2,6,6,2,7,6,,,,,2,1,Completed,1.66,2.1,1.65,2.2,1.727,2,1.685,2.36,1.68,2.12
49,Washington,Legg Mason Classic,08/15/2008,International Gold,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Isner J.,19,134,1260,346,6,4,6,4,,,,,,,2,0,Completed,1.28,3.5,1.32,3.4,1.25,3.75,1.362,3.56,1.29,3.5
49,Washington,Legg Mason Classic,08/15/2008,International Gold,Outdoor,Hard,Quarterfinals,3,Haas T.,Falla A.,48,122,835,394,7,5,6,1,,,,,,,2,0,Completed,1.25,3.75,1.27,3.81,1.25,3.75,1.313,3.9,1.28,3.6
49,Washington,Legg Mason Classic,08/15/2008,International Gold,Outdoor,Hard,Quarterfinals,3,Troicki V.,Roddick A.,93,9,473,1860,0,6,6,2,6,4,,,,,2,1,Completed,4.5,1.16,4.76,1.19,4.5,1.167,4.81,1.238,4.5,1.19
49,Washington,Legg Mason Classic,08/16/2008,International Gold,Outdoor,Hard,Quarterfinals,3,Kunitsyn I.,Devvarman S.,84,314,514,109,6,4,6,1,,,,,,,2,0,Completed,1.8,1.9,1.8,2.05,1.667,2.1,1.781,2.18,1.8,1.96
49,Washington,Legg Mason Classic,08/16/2008,International Gold,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Haas T.,19,48,1260,835,6,2,6,1,,,,,,,2,0,Completed,1.5,2.5,1.6,2.4,1.615,2.2,1.625,2.5,1.62,2.25
49,Washington,Legg Mason Classic,08/16/2008,International Gold,Outdoor,Hard,Semifinals,3,Troicki V.,Kunitsyn I.,93,84,473,514,6,4,6,2,,,,,,,2,0,Completed,1.5,2.5,1.55,2.5,1.571,2.25,1.588,2.6,1.47,2.6
49,Washington,Legg Mason Classic,08/17/2008,International Gold,Outdoor,Hard,The Final,3,Del Potro J.M.,Troicki V.,19,93,1260,473,6,3,6,3,,,,,,,2,0,Completed,1.2,4.5,1.2,4.55,1.2,4.333,1.238,4.8,1.2,4.3
50,New Haven,Pilot Pen Tennis,08/17/2008,International Gold,Outdoor,Hard,1st Round,3,Zverev M.,Serra F.,110,69,443,597,6,2,7,6,,,,,,,2,0,Completed,2.2,1.61,2.44,1.56,2.2,1.615,2.56,1.602,2.52,1.5
50,New Haven,Pilot Pen Tennis,08/17/2008,International Gold,Outdoor,Hard,1st Round,3,Minar I.,Mahut N.,82,83,533,526,5,7,6,3,6,3,,,,,2,1,Completed,2.62,1.44,2.21,1.67,2.5,1.5,2.4,1.667,2.38,1.55
50,New Haven,Pilot Pen Tennis,08/17/2008,International Gold,Outdoor,Hard,1st Round,3,Montanes A.,Devilder N.,59,63,694,642,7,6,7,5,,,,,,,2,0,Completed,1.57,2.25,,,1.667,2.1,,,1.55,2.39
50,New Haven,Pilot Pen Tennis,08/17/2008,International Gold,Outdoor,Hard,1st Round,3,Sela D.,Young D.,75,99,557,462,6,4,6,2,,,,,,,2,0,Completed,1.57,2.25,1.6,2.4,1.615,2.2,1.645,2.45,1.52,2.44
